filename,call_length,begin_time,end_time,label,annotations_filename,s3_path
7205.230309152955,96.3748900000009,142.5450099999991,238.9199,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230309152955.wav
7205.230309212956,118.57999000000451,107.23220999999546,225.8122,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230309212956.wav
7205.230309232956,0.7561400000014373,242.18215999999856,242.9383,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230309232956.wav
7205.230309232956,0.4234400000007099,243.1298599999993,243.5533,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230309232956.wav
7205.230310022957,5.932829999997313,28.470170000002685,34.403,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230310022957.wav
7205.230310062957,5.678609999989975,15.728290000010023,21.4069,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230310062957.wav
7205.230310182959,133.6450999999938,58.54500000000622,192.1901,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230310182959.wav
7205.230310203000,21.54660000000277,223.90749999999724,245.4541,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230310203000.wav
7205.230311003000,41.42240000000065,5.716699999999348,47.1391,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230311003000.wav
7205.230311003000,30.03130000000114,47.37099999999886,77.4023,0,FlumeL_m_23.03.09_HALFHOUR_Sounds.selections_DV.txt,s3://deepvoice-user-uploads/shayetudor@gmail.com/dropbox/cods/FlumeL_m_23.03.09-23.03.25_wav shaye tudor/7205.230311003000.wav
