begin_time,end_time,filename,call_length,label,View,Annotation,Channel,Delta Time (s),Avg Power Density (dB FS/Hz),Selection,High Freq (Hz),Delta Freq (Hz),Low Freq (Hz)
0.815012551,1.199898481,738496579.150825043633-1,0.38488592999999993,0,Waveform 1,2,1,0.8704,,2,143737.636,36645.226,107092.41
2.07026593,2.142109447,738496579.150825043633-1,0.07184351700000002,0,Waveform 1,2,1,0.7385,,3,145276.177,36645.226,108630.95
2.880567351,3.350494925,738496579.150825043633-1,0.4699275740000002,0,Waveform 1,4,1,0.2827,,4,141359.893,32449.208,108910.685
3.633158237,4.108974977,738496579.150825043633-1,0.47581673999999996,0,Waveform 1,1,1,0.9834,,5,140940.291,30211.331,110728.959
5.092407752,5.489314179,738496579.150825043633-1,0.39690642700000023,0,Waveform 1,1,1,0.4146,,6,141639.627,32728.942,108910.685
5.903887037,7.089895419,738496579.150825043633-1,1.1860083820000007,0,Waveform 1,1,1,0.1543,,7,129331.307,10210.311,119120.996
7.244182477,8.517344952,738496579.150825043633-1,1.2731624750000003,0,Waveform 1,4,1,0.9434,,8,141080.158,30630.933,110449.225
9.460733757,9.722197088,738496579.150825043633-1,0.26146333099999985,0,Waveform 1,3,1,0.2732,,9,139681.485,25455.844,114225.641
9.99543829,10.177991679,738496579.150825043633-1,0.18255338900000062,0,Waveform 1,3,1,0.4134,,10,134786.131,17203.675,117582.456
10.591386774,11.501797871,738496579.150825043633-1,0.9104110970000008,0,Waveform 1,3,1,0.3298,,11,148632.991,38883.103,109749.889
11.831571736,12.467564,738496579.150825043633-1,0.6359922639999986,0,Waveform 1,3,1,0.4947,,12,134646.264,25735.579,108910.685
12.962224797,13.118867553,738496579.150825043633-1,0.1566427560000001,0,Waveform 1,4,1,0.4205,,13,144576.84,34547.217,110029.623
13.53932923,15.102222369,738496579.150825043633-1,1.5628931389999998,0,Waveform 1,4,1,0.9752,,14,147653.92,39162.837,108491.083
16.077410797,19.649569103,738496579.150825043633-1,3.572158306000002,0,Waveform 1,1,1,0.7008,,15,142478.831,34267.482,108211.349
20.350338565,21.475103557,738496579.150825043633-1,1.1247649919999994,0,Waveform 1,4,1,1.4263,,16,142618.698,35945.89,106672.809
22.901375522,23.451863822,738496579.150825043633-1,0.5504883000000014,0,Waveform 1,1,1,0.828,,17,142478.831,37484.43,104994.401
24.279831774,24.730915601,738496579.150825043633-1,0.45108382699999794,0,Waveform 1,1,1,0.3156,,18,141359.893,31330.27,110029.623
25.0465563,25.461129158,738496579.150825043633-1,0.41457285799999966,0,Waveform 1,3,1,0.0789,,19,143178.167,34127.615,109050.552
25.540039333,25.923990515,738496579.150825043633-1,0.38395118200000056,0,Waveform 1,3,1,0.2403,,20,139261.884,30491.066,108770.818
26.164254331,26.355052067,738496579.150825043633-1,0.19079773600000038,0,Waveform 1,3,1,0.2332,,21,141919.362,35106.686,106812.676
26.5882493,28.836601136,738496579.150825043633-1,2.2483518359999977,0,Waveform 1,3,1,0.5912,,22,148912.726,40281.775,108630.95
29.427838564,30.980131609,738496579.150825043633-1,1.552293044999999,0,Waveform 1,1,1,0.4311,,23,144297.106,35386.421,108910.685
31.41119316,31.837543221,738496579.150825043633-1,0.42635006100000084,0,Waveform 1,3,1,0.252,,24,138982.149,28812.659,110169.49
32.089584675,32.629000005,738496579.150825043633-1,0.5394153300000042,0,Waveform 1,4,1,0.2568,,25,147793.787,38183.766,109610.021
32.885752513,33.30019194,738496579.150825043633-1,0.4144394269999978,0,Waveform 1,4,1,0.2026,,26,150748.15,44198.059,106550.091
33.502767314,38.322177657,738496579.150825043633-1,4.819410342999994,0,Waveform 1,1,1,0.5512,,27,134523.546,19861.153,114662.393
38.873371116,39.859159664,738496579.150825043633-1,0.9857885480000022,0,Waveform 1,3,1,0.8268,,28,141656.777,28812.659,112844.118
40.685949853,41.366697413,738496579.150825043633-1,0.6807475600000004,0,Waveform 1,3,1,0.7879,,29,141237.175,28393.057,112844.118
42.154621397,42.396063235,738496579.150825043633-1,0.24144183800000008,0,Waveform 1,3,1,0.4169,,30,140258.104,22798.366,117459.738
42.81299162,42.974345261,738496579.150825043633-1,0.16135364100000515,0,Waveform 1,3,1,0.139,,31,142495.981,35106.686,107389.295
43.11332139,44.499549587,738496579.150825043633-1,1.3862281969999941,0,Waveform 1,3,1,0.9139,,32,143475.052,33708.013,109767.038
45.413494297,47.190740171,738496579.150825043633-1,1.777245874000002,0,Waveform 1,3,1,0.0353,,33,141377.043,39302.704,102074.338
47.226073085,47.650068054,738496579.150825043633-1,0.4239949689999989,0,Waveform 1,4,1,0.3934,,34,141237.175,30351.199,110885.977
48.043441164,49.237693899,738496579.150825043633-1,1.1942527349999992,0,Waveform 1,1,1,1.2001,,35,145712.928,36225.624,109487.304
50.437835213,51.307025139,738496579.150825043633-1,0.8691899259999971,0,Waveform 1,4,1,0.1661,,36,148790.008,38463.501,110326.507
51.473089835,51.734553399,738496579.150825043633-1,0.26146356399999604,0,Waveform 1,3,1,0.8068,,37,144593.99,35386.421,109207.569
52.541321603,53.944038714,738496579.150825043633-1,1.4027171110000012,0,Waveform 1,1,1,0.5441,,38,139698.635,27413.986,112284.649
54.488165591,56.217123029,738496579.150825043633-1,1.728957438000002,0,Waveform 1,3,1,0.2662,,39,149908.946,41820.315,108088.631
56.483297648,57.325398912,738496579.150825043633-1,0.8421012640000001,0,Waveform 1,3,1,0.5194,,40,150468.415,42379.784,108088.631
57.844792748,58.262899062,738496579.150825043633-1,0.4181063139999992,0,Waveform 1,1,1,0.7844,,41,142635.848,34826.952,107808.896
59.047289754,59.636171807,738496579.150825043633-1,0.588882052999999,0,Waveform 1,3,1,1.1318,,42,140118.237,24616.64,115501.597
60.768002821,61.623059019,738496579.150825043633-1,0.8550561979999998,0,Waveform 1,1,1,0.5288,,43,144454.123,37764.164,106689.958
62.151874966,64.045719564,738496579.150825043633-1,1.893844597999994,0,Waveform 1,4,1,1.0376,,44,140677.706,35106.686,105571.02
65.083329473,65.440760163,738496579.150825043633-1,0.35743068999998684,0,Waveform 1,4,1,0.4004,,45,135913.644,26854.517,109059.127
65.841199856,66.528645608,738496579.150825043633-1,0.6874457520000021,0,Waveform 1,3,1,0.2897,,46,142067.804,33288.412,108779.393
