begin_time,end_time,filename,call_length,label,location,pst_or_master_tape_identifier,date,dataset,split_type
34.126,37.044,60012,2.918,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
36.816,39.404,60012,2.588,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
42.55,44.605,60012,2.055,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
44.606,47.01600000000001,60012,2.41,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
46.636,50.06100000000001,60012,3.425,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
51.381,54.629,60012,3.248,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
59.19600000000001,61.30200000000002,60012,2.106,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
61.125,64.55,60012,3.425,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
70.59,77.13600000000002,60012,6.546,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
86.094,90.23,60012,4.136,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
92.97,95.177,60012,2.207,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
102.867,105.785,60012,2.918,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
105.988,108.931,60012,2.943,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
124.029,127.023,60012,2.994,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
126.415,128.876,60012,2.461,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
135.88,139.813,60012,3.9330000000000003,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
139.635,141.43599999999995,60012,1.8010000000000002,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
141.183,144.101,60012,2.918,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
154.556,158.18400000000003,60012,3.628,1,"Dabob Bay, Seattle, Washington",60012,1960-10-28,podcast_round1,val
