,begin_time,end_time,filename,call_length,label
0,0.786269784,0.807425025,180912_073707,0.021155241,0
1,1.241107462,2.221300286,180912_073707,0.9801928240000001,1
2,2.7995435360000003,2.82422465,180912_073707,0.024681114,0
3,4.040650997,4.090013226,180912_073707,0.049362229,0
4,4.414393585,4.5166439160000005,180912_073707,0.102250331,0
5,4.8974382510000005,4.927776559,180912_073707,0.030338307999999998,0
6,6.9939384129999995,7.24427543,180912_073707,0.250337017,0
7,7.77315645,8.635846677,180912_073707,0.862690227,0
8,9.64424649,9.651298237,180912_073707,0.007051747,0
9,10.8254141,10.8783022,180912_073707,0.052888102,0
10,11.56584753,11.59758039,180912_073707,0.031732861,0
11,11.85144328,11.93959012,180912_073707,0.08814683699999999,0
12,12.72938578,12.76463764,180912_073707,0.035251867,0
13,14.08331432,14.178512900000001,180912_073707,0.095198583,0
14,14.69329043,14.72501844,180912_073707,0.031728006,0
15,16.9357411,16.98157746,180912_073707,0.045836355999999995,0
16,17.18960399,17.228388600000002,180912_073707,0.038784608,0
17,17.59155357,18.12748634,180912_073707,0.535932767,0
18,19.0089547,19.0265841,180912_073707,0.017629396999999998,0
19,20.22538108,20.47219222,180912_073707,0.246811143,0
20,20.8071502,21.16678692,180912_073707,0.359636713,0
21,23.9733822,24.03684792,180912_073707,0.063465722,0
22,24.33654717,24.75965201,180912_073707,0.42310484600000003,0
23,25.00293728,25.40136098,180912_073707,0.39842370200000005,0
24,25.59175815,25.63759451,180912_073707,0.045836355,0
25,27.71080811,27.80248082,180912_073707,0.09167271,0
26,28.708630300000003,28.72273382,180912_073707,0.014103523,0
27,30.799473300000002,30.83825791,180912_073707,0.038784608,0
28,31.11327604,31.15558652,180912_073707,0.042310482,0
29,33.05603232,33.37688683,180912_073707,0.320854515,0
30,37.46337419,37.56561761,180912_073707,0.10224342800000001,0
31,37.83005812,38.22143008,180912_073707,0.391371955,0
32,38.46471535,38.79614746,180912_073707,0.331432107,0
33,39.11347607,39.22630402,180912_073707,0.112827951,0
34,39.64235709,39.67408995,180912_073707,0.031732861,0
35,41.30656937,41.32419168,180912_073707,0.017622315,0
36,41.79665873,42.38900547,180912_073707,0.592346743,0
37,42.79800679,42.82621378,180912_073707,0.028206988,0
38,46.34856138,46.35207875,180912_073707,0.003517372,0
39,72.24028787,72.25635314,180912_075945,0.016065269,0
40,72.87486601,73.04622888,180912_075945,0.171362872,0
41,73.43982798,73.67840144,180912_075945,0.23857346399999999,0
42,74.13358407,74.875264,180912_075945,0.741679931,0
43,75.24208765,75.31973496,180912_075945,0.077647308,0
44,75.88201938,76.88341939,180912_075945,1.001400006,0
45,77.43767117,78.30519278,180912_075945,0.867521608,0
46,80.03220923,80.05095093,180912_075945,0.0187417,0
47,80.76585541,81.47004785,180912_075945,0.7041924359999999,0
48,82.76865711,82.77668895,180912_075945,0.008031834,0
49,84.41534529,84.93478777,180912_075945,0.51944248,0
50,85.37658268,85.64165778,180912_075945,0.265075106,0
51,87.45971075,87.6685571,180912_075945,0.20884634300000002,0
52,88.32187805,88.63515079999999,180912_075945,0.313272751,0
53,89.54551605,89.71687733,180912_075945,0.171361273,0
54,90.61653241,91.79732749,180912_075945,1.1807950809999999,0
55,92.22037958,92.80676020000001,180912_075945,0.5863806220000001,0
56,95.33703888,95.36071286,180912_075945,0.02367398,0
57,95.81321794,95.84267094,180912_075945,0.029452994,0
58,98.18016589,98.24442696,180912_075945,0.064261077,0
59,98.80671139,99.30205495,180912_075945,0.495343563,0
60,99.77330285,100.00892540000001,180912_075945,0.235622539,0
61,102.0331493,102.0893757,180912_075945,0.056226415999999994,0
62,104.1484077,104.3224467,180912_075945,0.17403896600000002,0
63,107.19812990000001,107.54095190000001,180912_075945,0.34282195299999996,0
64,108.27459920000001,108.78065320000002,180912_075945,0.506054009,0
65,109.72314899999999,110.6388672,180912_075945,0.915718268,0
66,111.35644930000001,111.7152389,180912_075945,0.35878968,0
67,114.4891754,115.03271529999999,180912_075945,0.543539901,0
68,115.72084440000002,115.7502956,180912_075945,0.02945121,0
69,119.4854797,119.65416409999999,180912_075945,0.168684421,0
70,120.1950281,120.89386599999999,180912_075945,0.69883788,0
71,122.27012409999999,122.33438419999999,180912_075945,0.064260064,0
72,125.4108824,126.18469089999999,180912_075945,0.773808497,0
73,126.9183382,127.64127179999998,180912_075945,0.722933642,0
74,129.5610715,129.8395331,180912_075945,0.278461633,0
75,134.8344917,135.4208721,180912_075945,0.586380384,0
76,136.5695389,137.2696686,180912_075945,0.700129727,0
77,137.54754599999998,137.9966685,180912_075945,0.449122455,0
78,141.2284655,141.6193845,180912_075945,0.390919075,0
79,143.4454701,143.5043744,180912_075945,0.058904280999999996,0
80,145.12428909999997,145.32510469999997,180912_075945,0.20081559999999998,0
81,146.6906526,146.813817,180912_075945,0.12316440199999999,0
82,147.9812265,148.24362549999998,180912_075945,0.262399021,0
83,149.2343171,149.2878665,180912_075945,0.053549350999999995,0
84,152.6026671,152.6187308,180912_075945,0.016063775,0
85,153.7325895,154.3885859,180912_075945,0.655996416,0
86,154.92945,154.9963886,180912_075945,0.066938622,0
87,155.5988362,156.3030284,180912_075945,0.70419217,0
88,158.2094403,158.6083926,180912_075945,0.398952301,0
89,162.3435676,163.47081169999998,180912_075945,1.127244047,0
90,165.7686369,165.88047949999998,180912_075945,0.11184263800000001,0
91,166.4069841,166.4435469,180912_075945,0.036562818999999996,0
92,166.9408013,166.981069,180912_075945,0.040267762,0
93,169.278403,169.68538859999998,180912_075945,0.406985595,0
94,170.7564059,171.8702621,180912_075945,1.113856187,0
95,173.6186989,174.1836591,180912_075945,0.564960156,0
96,175.3162606,176.0003585,180912_075945,0.684097966,0
97,176.4829878,176.5827376,180912_075945,0.099749886,0
98,178.35527199999999,178.98449250000002,180912_075945,0.6292204770000001,0
99,180.0742533,180.0876393,180912_075945,0.013386018999999999,0
100,182.0208267,182.24573840000002,180912_075945,0.22491169,0
101,182.85889619999998,183.9673997,180912_075945,1.108503579,0
102,185.887198,185.9086159,180912_075945,0.021417935,0
103,187.63295480000002,188.010487,180912_075945,0.377532175,0
104,194.7445131,195.5879371,180912_075945,0.8434240890000001,0
105,196.367102,197.09271569999999,180912_075945,0.7256137020000001,0
106,199.8318428,200.8198555,180912_075945,0.988012674,0
107,201.36607469999998,202.04349109999998,180912_075945,0.6774164640000001,0
108,204.1641067,204.6246423,180912_075945,0.460535586,0
109,205.5216198,205.6554952,180912_075945,0.133875353,0
110,209.1911906,210.0747815,180912_075945,0.883590918,0
111,219.13454959999999,219.8146441,180912_075945,0.6800944790000001,0
112,220.11452909999997,220.14398119999998,180912_075945,0.029452087000000002,0
113,226.27287940000002,226.8964437,180912_075945,0.62356429,0
114,233.47661859999997,233.600003,180912_075945,0.12338439400000001,0
115,235.7813347,235.83915809999996,180912_075945,0.057823306,0
116,239.7276856,239.7652674,180912_075945,0.03758177,0
117,244.45144190000002,244.5497367,180912_075945,0.098294725,0
118,244.5497367,246.2228234,180912_075945,1.673086747,0
119,247.3995005,249.377613,180912_075945,1.978112492,0
120,255.4797309,255.5520026,180912_075945,0.07227176099999999,0
121,264.662086,264.7929222,180912_075945,0.130836178,0
122,265.459369,267.225656,180912_075945,1.76628705,0
123,269.3967185,269.4825798,180912_075945,0.08586124199999999,0
124,273.2822216,274.24051160000005,180912_075945,0.9582900059999999,0
125,274.9451492,275.1787853,180912_075945,0.233636089,0
126,277.46275299999996,277.5337697,180912_075945,0.071016652,0
127,278.3496658,278.5366611,180912_075945,0.186995363,0
128,280.0300515,280.0648886,180912_075945,0.034837152,0
129,280.6444367,280.73884269999996,180912_075945,0.09440602099999999,0
130,281.37346099999996,281.4640387,180912_075945,0.090577771,0
131,283.6207981,284.0638933,180912_075945,0.443095206,0
132,285.5934163,285.61794810000004,180912_075945,0.024531783999999997,0
133,288.0793037,288.4718136,180912_075945,0.392509892,0
134,291.53010930000005,292.2858829,180912_075945,0.755773598,0
135,295.0463342,295.2752975,180912_075945,0.228963312,0
136,297.9165528,298.031163,180912_075945,0.114610129,0
137,298.5429524,299.9095841,180912_075945,1.366631731,0
138,301.4358148,301.6665827,180912_075945,0.230767946,0
139,304.1787878,304.8685937,180912_075945,0.689805948,0
140,305.1430315,305.7207724,180912_075945,0.577740892,0
141,307.5407107,308.2749771,180912_075945,0.734266387,0
142,308.6578469,309.2352303,180912_075945,0.57738332,0
143,311.289805,312.8474245,180912_075945,1.557619474,0
144,314.45696499999997,314.9168333,180912_075945,0.459868302,0
145,316.6153807,318.6847895,180912_075945,2.069408817,0
146,322.8087736,322.8606939,180912_075945,0.051920325,0
147,325.5976545,326.2774133,180912_075945,0.6797587759999999,0
148,327.46306569999996,328.193153,180912_075945,0.730087223,0
149,329.2612372,329.61726600000003,180912_075945,0.356028833,0
150,332.5470748,333.0811154,180912_075945,0.534040559,1
151,333.5113151,333.71158060000005,180912_075945,0.200265412,1
152,334.5200594,336.35212,180912_075945,1.8320605909999998,1
153,340.34259380000003,340.8988861,180912_075945,0.5562922889999999,1
154,341.3290859,341.3365031,180912_075945,0.007417236999999999,0
155,342.0930613,342.39716769999995,180912_075945,0.304106365,0
156,347.2999617,347.35188230000006,180912_075945,0.051920663,1
157,347.89334060000004,348.9540051,180912_075945,1.060664453,1
158,349.4583773,349.46579449999996,180912_075945,0.007417236999999999,1
159,349.9627494,353.24116769999995,180912_075945,3.278418323,1
160,358.6186649,358.7744268,180912_075945,0.155761919,1
161,359.20462660000004,359.2417125,180912_075945,0.037085883,0
162,360.8040247,360.8114419,180912_075945,0.007417236999999999,1
163,361.9536965,362.07237189999995,180912_075945,0.118675429,1
164,364.0851684,364.6117923,180912_075945,0.526623861,0
165,365.33868160000003,366.4411248,180912_075945,1.102443262,0
166,366.789735,367.227352,180912_075945,0.437617011,1
167,367.5314587,367.78364419999997,180912_075945,0.252185502,1
168,368.525368,369.4970261,180912_075945,0.9716580770000001,1
169,370.17199469999997,371.32908369999996,180912_075945,1.1570890459999998,1
170,375.1823381,375.18975530000006,180912_075945,0.007417236999999999,1
171,376.96989229999997,377.11823710000004,180912_075945,0.14834475,1
172,378.26790819999997,379.4027456,180912_075945,1.134837334,0
173,379.98870730000004,380.38923819999997,180912_075945,0.400530824,1
174,380.72301380000005,381.3757307,180912_075945,0.652716898,1
175,381.96169249999997,382.86659480000003,180912_075945,0.9049022809999999,1
176,384.1126907,384.4909698,180912_075945,0.378279111,1
177,385.1436867,385.87057599999997,180912_075945,0.726889273,1
178,386.6938893,387.44303030000003,180912_075945,0.749140985,1
179,388.2218402,388.2811775,180912_075945,0.05933722599999999,1
180,390.8697933,391.3222448,180912_075945,0.452451486,1
181,391.99721339999996,392.9095337,180912_075945,0.9123202090000001,1
182,393.29523,393.94052969999996,180912_075945,0.64529966,0
183,394.63775,394.74159060000005,180912_075945,0.103840566,1
184,395.09761789999993,396.3066277,180912_075945,1.209009709,1
185,396.6774895,397.3747101,180912_075945,0.6972205579999999,0
186,398.1609373,398.4650438,180912_075945,0.3041065,1
187,399.1400124,400.252598,180912_075945,1.112585621,1
188,400.90531489999995,401.8324691,180912_075945,0.9271542290000001,0
189,402.6038618,403.54585089999995,180912_075945,0.941989075,0
190,404.6213497,404.6510187,180912_075945,0.02966895,0
191,411.307355,411.72335360000005,180912_075945,0.415998595,0
192,415.3991097,416.5949178,180912_075945,1.195808067,1
193,416.851912,417.3763877,180912_075945,0.524475784,1
194,419.60017400000004,420.0984257,180912_075945,0.498251745,1
195,422.9043825,423.38165549999997,180912_075945,0.477273044,1
196,425.93586280000005,427.8921635,180912_075945,1.956300626,1
197,428.2068502,429.14041789999993,180912_075945,0.933567741,1
198,429.6544063,429.6596511,180912_075945,0.005244779000000001,1
199,430.6823829,430.68762769999995,180912_075945,0.005244779000000001,0
200,433.11595800000003,433.6194568,180912_075945,0.503498776,1
201,434.23309589999997,435.49184160000004,180912_075945,1.258745704,0
202,436.336251,437.5845056,180912_075945,1.248254528,1
