Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	6.605011456	7.579644247	1262.500	1512.500	0.9746	250.000	-56.79	
2	Spectrogram 1	1	9.566374447	10.683453570	1250.000	1575.000	1.1171	325.000	-62.39	
3	Spectrogram 1	1	14.169640093	14.761916943	1187.500	1600.000	0.5923	412.500	-62.47	
4	Spectrogram 1	1	24.530726143	25.632810915	1150.000	1700.000	1.1021	550.000	-59.32	
5	Spectrogram 1	1	21.741776924	22.461505755	250.000	637.500	0.7197	387.500	-48.93	un
6	Spectrogram 1	1	27.702020646	28.864082820	1225.000	1700.000	1.1621	475.000	-62.04	
7	Spectrogram 1	1	36.451220600	36.743610437	6363.970	8251.470	0.2924	1887.500	-78.11	d
8	Spectrogram 1	1	36.961023759	37.335882525	6153.235	8378.235	0.3749	2225.000	-77.97	d
9	Spectrogram 1	1	39.045238498	39.487571841	5153.235	8428.235	0.4423	3275.000	-77.89	d
10	Spectrogram 1	1	38.722859959	39.450085965	312.500	900.000	0.7272	587.500	-58.31	
11	Spectrogram 1	1	41.916656645	42.486441969	500.000	1450.000	0.5698	950.000	-58.49	un
12	Spectrogram 1	1	44.833052238	45.140436426	6068.382	8305.882	0.3074	2237.500	-78.53	d
13	Spectrogram 1	1	44.021291095	45.310805249	1025.000	1725.000	1.2895	700.000	-59.07	
14	Spectrogram 1	1	47.507477618	48.279686676	1025.000	1737.500	0.7722	712.500	-57.78	
15	Spectrogram 1	1	50.326415538	51.271059628	1112.500	1525.000	0.9446	412.500	-58.82	
16	Spectrogram 1	1	52.665524144	53.355264273	1262.500	1800.000	0.6897	537.500	-61.41	
17	Spectrogram 1	1	65.373223105	65.905522553	1112.500	1500.000	0.5323	387.500	-62.14	
18	Spectrogram 1	1	62.636754114	62.921646776	1100.000	1400.000	0.2849	300.000	-61.29	
19	Spectrogram 1	1	63.124070509	63.416460347	1100.000	1400.000	0.2924	300.000	-54.49	
20	Spectrogram 1	1	72.375577143	72.630481104	4454.773	8980.256	0.2549	4525.483	-71.30	d
21	Spectrogram 1	1	75.471910550	75.974221296	1200.000	1475.000	0.5023	275.000	-60.88	
22	Spectrogram 1	1	76.214125580	76.641464573	1212.500	1450.000	0.4273	237.500	-56.70	
23	Spectrogram 1	1	78.215866479	78.635708297	1037.500	1462.500	0.4198	425.000	-58.30	
24	Spectrogram 1	1	87.249949686	88.082136147	1000.000	1312.500	0.8322	312.500	-59.63	
25	Spectrogram 1	1	89.776497769	90.383768969	1075.000	1437.500	0.6073	362.500	-58.40	
26	Spectrogram 1	1	91.088503449	91.770746403	1175.000	1500.000	0.6822	325.000	-57.37	
27	Spectrogram 1	1	88.899328256	89.686531665	237.500	900.000	0.7872	662.500	-57.14	un
28	Spectrogram 1	1	92.378017604	92.775367896	2828.427	6257.895	0.3974	3429.468	-73.05	d
29	Spectrogram 1	1	95.346888374	95.564306458	3288.047	5515.433	0.2174	2227.386	-71.92	d
30	Spectrogram 1	1	97.423605937	98.045871488	3641.600	10889.444	0.6223	7247.845	-73.45	d
31	Spectrogram 1	1	98.053368664	98.600662462	3217.336	10005.561	0.5473	6788.225	-74.05	d
32	Spectrogram 1	1	98.713120092	99.252916715	2439.518	10076.272	0.5398	7636.753	-70.95	d
33	Spectrogram 1	1	100.504944993	100.962272687	1037.500	1312.500	0.4573	275.000	-60.13	
34	Spectrogram 1	1	102.574163837	104.403474615	950.000	1237.500	1.8293	287.500	-57.65	
35	Spectrogram 1	1	108.047092147	108.631871822	400.000	750.000	0.5848	350.000	-51.84	un
36	Spectrogram 1	1	115.019455384	115.559252007	550.000	1062.500	0.5398	512.500	-62.93	
37	Spectrogram 1	1	118.295720999	118.850511972	550.000	775.000	0.5548	225.000	-56.84	
38	Spectrogram 1	1	121.894365152	122.636585509	162.500	437.500	0.7422	275.000	-57.94	
39	Spectrogram 1	1	114.389692658	114.877009053	550.000	900.000	0.4873	350.000	-60.80	
40	Spectrogram 1	1	123.633699873	124.675807242	475.000	750.000	1.0421	275.000	-56.33	
41	Spectrogram 1	1	125.680428735	126.400157565	225.000	500.000	0.7197	275.000	-56.82	
42	Spectrogram 1	1	130.088767822	130.793502302	412.500	700.000	0.7047	287.500	-55.62	un
43	Spectrogram 1	1	132.945181378	133.544955403	437.500	762.500	0.5998	325.000	-60.12	
44	Spectrogram 1	1	137.818345335	139.160339717	250.000	937.500	1.3420	687.500	-52.77	
45	Spectrogram 1	1	143.418724917	143.921035663	100.000	400.000	0.5023	300.000	-57.90	
46	Spectrogram 1	1	154.042209575	155.346718081	325.000	775.000	1.3045	450.000	-55.89	un
47	Spectrogram 1	1	176.998529419	177.703263899	137.500	650.000	0.7047	512.500	-53.41	un
48	Spectrogram 1	1	182.853823343	184.353258407	12.500	325.000	1.4994	312.500	-50.31	un
49	Spectrogram 1	1	204.190751198	204.813016749	350.000	1025.000	0.6223	675.000	-58.60	un
50	Spectrogram 1	1	239.787303422	239.989727156	362.500	975.000	0.2024	612.500	-50.99	un
51	Spectrogram 1	1	252.060161768	252.524986638	437.500	737.500	0.4648	300.000	-56.32	
52	Spectrogram 1	1	254.309314364	254.774139234	225.000	587.500	0.4648	362.500	-60.98	
53	Spectrogram 1	1	256.745896343	258.027913322	412.500	812.500	1.2820	400.000	-55.90	
54	Spectrogram 1	1	258.252828442	258.642681558	337.500	700.000	0.3899	362.500	-55.45	
55	Spectrogram 1	1	260.951799904	261.753997663	425.000	737.500	0.8022	312.500	-60.81	
56	Spectrogram 1	1	263.313410129	264.393003375	62.500	350.000	1.0796	287.500	-50.20	
57	Spectrogram 1	1	266.604670094	267.009517561	412.500	862.500	0.4048	450.000	-57.98	
58	Spectrogram 1	1	263.515833863	263.905686979	3841.176	7116.176	0.3899	3275.000	-75.98	d
59	Spectrogram 1	1	270.233293831	272.452457725	325.000	1075.000	2.2192	750.000	-56.42	
60	Spectrogram 1	1	274.799073600	275.353864574	337.500	800.000	0.5548	462.500	-51.75	
61	Spectrogram 1	1	278.974991571	279.297370110	400.000	975.000	0.3224	575.000	-60.50	
62	Spectrogram 1	1	281.621494459	282.701087705	275.000	637.500	1.0796	362.500	-54.25	
