Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	2.008107959	2.699544400	169.279	347.962	0.6914	178.683	-33.01	
3	Spectrogram 1	1	5.619289149	6.185678574	159.875	423.197	0.5664	263.322	-37.54	
4	Spectrogram 1	1	8.171719413	8.716041717	141.066	319.749	0.5443	178.683	-36.66	
5	Spectrogram 1	1	11.245462538	12.098724529	150.470	338.558	0.8533	188.088	-27.89	
6	Spectrogram 1	1	16.927039462	17.456650353	987.461	1203.762	0.5296	216.301	-49.67	
7	Spectrogram 1	1	17.419871818	17.839147107	272.727	470.219	0.4193	197.492	-45.55	
8	Spectrogram 1	1	18.250124979	18.522286131	291.536	432.602	0.2722	141.066	-40.43	
9	Spectrogram 1	1	20.015494614	20.934957965	150.470	366.771	0.9195	216.301	-34.17	
10	Spectrogram 1	1	24.203863667	24.770253091	159.875	357.367	0.5664	197.492	-36.88	
11	Spectrogram 1	1	30.076689580	30.944662984	169.279	319.749	0.8680	150.470	-31.45	
12	Spectrogram 1	1	33.584420020	34.297923580	150.470	357.367	0.7135	206.897	-39.19	
13	Spectrogram 1	1	36.805748748	37.666366445	103.448	263.323	0.8606	159.875	-35.75	
14	Spectrogram 1	1	39.438150078	40.497371858	112.853	338.558	1.0592	225.705	-34.65	
15	Spectrogram 1	1	43.005667881	43.498500237	150.470	366.771	0.4928	216.301	-38.21	
16	Spectrogram 1	1	36.743462926	37.390765125	931.034	1090.909	0.6473	159.875	-50.91	
17	Spectrogram 1	1	45.885194109	46.856147408	75.235	216.301	0.9710	141.066	-38.49	
18	Spectrogram 1	1	48.459691493	49.415933378	188.088	338.558	0.9562	150.470	-31.45	
19	Spectrogram 1	1	52.269006237	52.504388855	225.705	319.749	0.2354	94.044	-41.59	
20	Spectrogram 1	1	52.622080164	53.166402468	178.683	347.962	0.5443	169.279	-40.81	
21	Spectrogram 1	1	55.270134616	56.241087915	84.639	225.705	0.9710	141.066	-38.92	
22	Spectrogram 1	1	54.769946553	54.961194930	141.066	272.727	0.1912	131.661	-36.80	
23	Spectrogram 1	1	58.313514468	59.284467767	178.683	347.962	0.9710	169.279	-34.29	
24	Spectrogram 1	1	62.006079288	62.697515728	169.279	347.962	0.6914	178.683	-40.44	
25	Spectrogram 1	1	64.965574088	65.642299114	94.044	225.705	0.6767	131.661	-35.26	
26	Spectrogram 1	1	67.407668749	68.099105189	197.492	366.771	0.6914	169.279	-37.48	
27	Spectrogram 1	1	71.305251975	71.923131347	169.279	357.367	0.6179	188.088	-35.27	
28	Spectrogram 1	1	76.822032084	77.763562555	159.875	366.771	0.9415	206.896	-38.64	
29	Spectrogram 1	1	80.735268107	81.456127375	206.897	376.176	0.7209	169.279	-41.40	
30	Spectrogram 1	1	86.629219541	87.541327185	159.875	366.771	0.9121	206.896	-39.15	
31	Spectrogram 1	1	90.394400044	91.306507689	206.897	366.771	0.9121	159.874	-43.83	
32	Spectrogram 1	1	93.689756696	94.454750204	84.639	225.705	0.7650	141.066	-38.78	
33	Spectrogram 1	1	94.793112717	95.852334498	451.411	630.094	1.0592	178.683	-45.50	
34	Spectrogram 1	1	96.117139943	97.058670415	169.279	357.367	0.9415	188.088	-38.79	
35	Spectrogram 1	1	100.102991151	100.985675968	159.875	347.962	0.8827	188.087	-38.77	
36	Spectrogram 1	1	103.059985289	103.913247279	47.022	244.514	0.8533	197.492	-34.65	
37	Spectrogram 1	1	105.655137410	106.817339086	169.279	376.176	1.1622	206.897	-38.37	
38	Spectrogram 1	1	109.435970711	110.451058251	206.897	376.176	1.0151	169.279	-40.25	
39	Spectrogram 1	1	112.763250851	113.631224255	65.831	235.110	0.8680	169.279	-37.11	
40	Spectrogram 1	1	115.278902581	116.191010225	169.279	385.580	0.9121	216.301	-37.92	
41	Spectrogram 1	1	118.975772592	119.610826431	189.615	337.752	0.6351	148.137	-39.36	
42	Spectrogram 1	1	121.733535428	122.658899594	82.957	207.392	0.9254	124.435	-34.98	
43	Spectrogram 1	1	124.455194738	125.162826158	177.764	367.380	0.7076	189.615	-34.68	
44	Spectrogram 1	1	128.322666863	128.830709934	207.392	355.529	0.5080	148.137	-38.08	
45	Spectrogram 1	1	129.338753005	130.273189368	426.634	562.920	0.9344	136.286	-47.48	
46	Spectrogram 1	1	131.467448380	132.320234963	82.957	225.168	0.8528	142.211	-34.80	
47	Spectrogram 1	1	134.152818898	134.942100098	171.839	349.603	0.7893	177.764	-37.08	
48	Spectrogram 1	1	137.225022833	137.905437660	183.690	373.305	0.6804	189.615	-36.21	
49	Spectrogram 1	1	139.955754340	140.472869609	71.106	213.317	0.5171	142.211	-31.95	
50	Spectrogram 1	1	142.293110261	142.900947507	201.466	373.305	0.6078	171.839	-37.14	
51	Spectrogram 1	1	145.885700550	146.502609993	201.466	379.230	0.6169	177.764	-34.21	
52	Spectrogram 1	1	148.159366437	149.130091591	77.031	219.243	0.9707	142.211	-35.54	
53	Spectrogram 1	1	150.363910477	151.080614096	171.839	361.454	0.7167	189.615	-35.83	
54	Spectrogram 1	1	153.657118242	154.301244278	165.913	367.380	0.6441	201.466	-36.48	
55	Spectrogram 1	1	155.906652743	156.804800315	94.808	225.168	0.8981	130.360	-36.07	
56	Spectrogram 1	1	157.966041620	158.628312052	148.137	367.380	0.6623	219.243	-35.73	
57	Spectrogram 1	1	161.080520723	161.461553026	94.808	373.305	0.3810	278.497	-40.00	
58	Spectrogram 1	1	163.185270589	163.883829811	88.882	207.392	0.6986	118.510	-35.62	
59	Spectrogram 1	1	169.157491966	169.692751631	142.211	290.348	0.5353	148.137	-42.63	
60	Spectrogram 1	1	175.178160153	175.758780806	278.497	420.709	0.5806	142.211	-45.70	
61	Spectrogram 1	1	185.253731410	185.834352062	308.125	468.113	0.5806	159.988	-47.15	
62	Spectrogram 1	1	201.631393632	202.583974390	278.497	485.889	0.9526	207.392	-47.43	
63	Spectrogram 1	1	219.559847096	220.194900935	325.901	497.740	0.6351	171.839	-48.37	
64	Spectrogram 1	1	232.825746122	233.651316113	319.976	497.740	0.8256	177.764	-47.40	
65	Spectrogram 1	1	239.859415244	241.138595119	331.827	515.516	1.2792	183.690	-47.39	
66	Spectrogram 1	1	242.934890263	243.470149928	361.454	491.814	0.5353	130.360	-47.60	
67	Spectrogram 1	1	249.191065676	250.370451377	319.976	515.516	1.1794	195.541	-46.80	
68	Spectrogram 1	1	259.892617960	260.663754764	373.305	479.964	0.7711	106.659	-44.42	
69	Spectrogram 1	1	263.058814957	263.585002423	331.827	545.144	0.5262	213.317	-48.50	
70	Spectrogram 1	1	266.351837000	266.732869303	349.603	539.218	0.3810	189.615	-48.23	
71	Spectrogram 1	1	269.291229054	270.461542557	337.752	533.293	1.1703	195.541	-46.09	
72	Spectrogram 1	1	272.741380085	273.358289529	337.752	479.964	0.6169	142.211	-45.88	
73	Spectrogram 1	1	279.233802552	280.313394078	325.901	497.740	1.0796	171.839	-44.35	
74	Spectrogram 1	1	288.898038478	289.569381108	337.752	474.038	0.6713	136.286	-48.66	
75	Spectrogram 1	1	292.436195580	293.316198757	284.423	456.262	0.8800	171.839	-45.88	
76	Spectrogram 1	1	296.448822869	296.920577149	331.827	527.367	0.4718	195.541	-48.24	
77	Spectrogram 1	1	299.696669645	300.830694357	319.976	474.038	1.1340	154.062	-44.61	
78	Spectrogram 1	1	303.216312437	304.014665834	254.795	450.336	0.7984	195.541	-47.72	
79	Spectrogram 1	1	307.171790633	307.897566449	254.795	408.858	0.7258	154.062	-46.09	
80	Spectrogram 1	1	310.624842221	311.205462874	302.199	468.113	0.5806	165.913	-46.30	
81	Spectrogram 1	1	311.758866933	313.038046809	385.156	604.399	1.2792	219.243	-44.90	
82	Spectrogram 1	1	315.466124707	316.627366012	408.858	598.473	1.1612	189.615	-40.50	
83	Spectrogram 1	1	320.591731142	321.607817284	497.740	734.759	1.0161	237.019	-41.54	
84	Spectrogram 1	1	335.145696363	336.243432285	551.069	758.461	1.0977	207.392	-39.35	
85	Spectrogram 1	1	336.134565912	336.724258763	248.870	397.007	0.5897	148.137	-47.28	
86	Spectrogram 1	1	338.774575442	340.480148609	533.293	752.535	1.7056	219.243	-38.40	
87	Spectrogram 1	1	344.513820850	345.575267981	556.995	936.225	1.0614	379.230	-40.07	
88	Spectrogram 1	1	348.402337927	348.946669789	266.646	391.081	0.5443	124.435	-49.38	
89	Spectrogram 1	1	355.242774991	356.558243657	610.324	948.076	1.3155	337.752	-40.56	
90	Spectrogram 1	1	358.686754382	360.737071061	598.473	912.523	2.0503	314.050	-39.76	
91	Spectrogram 1	1	364.241839929	365.530092002	592.548	924.374	1.2883	331.827	-39.26	
92	Spectrogram 1	1	373.110993542	374.743989128	622.175	965.853	1.6330	343.678	-41.40	
93	Spectrogram 1	1	376.597248101	378.765503350	663.653	959.927	2.1683	296.274	-38.97	
94	Spectrogram 1	1	378.865297525	379.210041037	177.764	349.603	0.3447	171.839	-47.15	
95	Spectrogram 1	1	382.267371662	383.419540769	586.622	977.704	1.1522	391.081	-38.44	
96	Spectrogram 1	1	396.373898785	397.317407346	1155.468	1611.729	0.9435	456.262	-46.34	
97	Spectrogram 1	1	399.621745561	400.411026760	1238.424	1593.953	0.7893	355.529	-48.26	
98	Spectrogram 1	1	403.776441268	404.184690165	195.541	373.305	0.4082	177.764	-48.88	
99	Spectrogram 1	1	407.496042324	408.530272862	1042.884	1463.593	1.0342	420.709	-46.08	
100	Spectrogram 1	1	410.395874503	411.049072737	1250.275	1404.338	0.6532	154.062	-39.92	
101	Spectrogram 1	1	412.301036020	412.800006893	1232.499	1398.412	0.4990	165.913	-42.92	
102	Spectrogram 1	1	415.675523649	416.110989138	225.168	385.156	0.4355	159.988	-43.35	
103	Spectrogram 1	1	414.849953658	415.031397612	1196.946	1333.232	0.1814	136.286	-40.74	
104	Spectrogram 1	1	416.963775722	417.190580664	1196.946	1368.785	0.2268	171.839	-45.49	
105	Spectrogram 1	1	419.041308995	420.329561068	1072.511	1410.263	1.2883	337.752	-43.47	
106	Spectrogram 1	1	424.435995534	424.971255198	219.243	349.603	0.5353	130.360	-46.94	
107	Spectrogram 1	1	420.770827664	422.276812482	1108.064	1416.189	1.5060	308.125	-47.63	
108	Spectrogram 1	1	424.118468615	425.089193768	1007.331	1285.828	0.9707	278.497	-41.53	
109	Spectrogram 1	1	427.105937563	427.659341623	888.821	1262.126	0.5534	373.305	-40.60	
110	Spectrogram 1	1	430.263062362	430.589661479	1113.989	1398.412	0.3266	284.423	-51.41	
111	Spectrogram 1	1	432.421875500	433.828066143	1025.107	1285.828	1.4062	260.721	-44.95	
112	Spectrogram 1	1	435.651577880	437.084985116	1096.213	1250.275	1.4334	154.062	-40.69	
113	Spectrogram 1	1	433.918602856	434.363140543	207.392	337.752	0.4445	130.360	-48.57	
114	Spectrogram 1	1	438.938244089	439.491648149	1036.958	1196.946	0.5534	159.988	-46.14	
115	Spectrogram 1	1	441.886708341	442.449184598	325.901	479.964	0.5625	154.062	-44.31	
116	Spectrogram 1	1	445.007544349	445.660742583	308.125	450.336	0.6532	142.211	-44.34	
117	Spectrogram 1	1	445.061977535	445.352287861	622.175	918.449	0.2903	296.274	-41.05	
118	Spectrogram 1	1	441.868563945	442.512689982	675.504	900.672	0.6441	225.168	-44.09	
119	Spectrogram 1	1	447.365945836	448.971724828	616.249	847.343	1.6058	231.094	-47.98	
120	Spectrogram 1	1	449.951522180	452.337510174	545.144	805.865	2.3860	260.721	-46.32	
121	Spectrogram 1	1	452.500809733	452.845553245	533.293	817.716	0.3447	284.423	-46.37	
122	Spectrogram 1	1	454.584144119	455.618374656	598.473	782.163	1.0342	183.690	-38.38	
123	Spectrogram 1	1	457.714052324	458.031579244	556.995	959.927	0.3175	402.932	-37.82	
124	Spectrogram 1	1	459.993704589	462.080310059	580.697	977.704	2.0866	397.007	-39.12	
125	Spectrogram 1	1	462.924024445	466.063004848	533.293	859.194	3.1390	325.901	-40.68	
126	Spectrogram 1	1	468.261192597	468.669441494	545.144	959.927	0.4082	414.783	-35.55	
127	Spectrogram 1	1	471.490894978	473.269045726	545.144	776.237	1.7782	231.094	-33.06	
128	Spectrogram 1	1	474.299820529	475.569928207	533.293	770.312	1.2701	237.019	-43.13	
129	Spectrogram 1	1	475.715083370	477.221068188	610.324	1013.256	1.5060	402.932	-38.83	
130	Spectrogram 1	1	478.972002343	479.997160683	497.740	906.598	1.0252	408.858	-37.47	
131	Spectrogram 1	1	482.730608096	484.127726542	503.665	995.480	1.3971	491.814	-34.51	
132	Spectrogram 1	1	486.032888058	488.509598030	574.771	924.374	2.4767	349.603	-30.93	
133	Spectrogram 1	1	489.489025026	491.684496869	468.113	876.970	2.1955	408.858	-36.64	
134	Spectrogram 1	1	490.783263476	491.037285012	254.795	373.305	0.2540	118.510	-47.55	
135	Spectrogram 1	1	496.840220454	497.502490886	1137.691	1339.158	0.6623	201.466	-48.03	
136	Spectrogram 1	1	494.263716308	495.089286298	462.187	882.896	0.8256	420.709	-38.60	
137	Spectrogram 1	1	497.584140665	499.716107124	485.889	716.983	2.1320	231.094	-34.22	
138	Spectrogram 1	1	501.436553602	501.962741068	189.615	397.007	0.5262	207.392	-46.23	
139	Spectrogram 1	1	501.037376903	503.260065339	450.336	752.535	2.2227	302.199	-37.54	
140	Spectrogram 1	1	504.917006433	505.524843679	165.913	325.901	0.6078	159.988	-49.51	
141	Spectrogram 1	1	505.778865214	506.432063449	402.932	598.473	0.6532	195.541	-39.49	
142	Spectrogram 1	1	508.306922552	508.724243646	183.690	290.348	0.4173	106.659	-44.75	
143	Spectrogram 1	1	508.760532436	511.391469769	426.634	782.163	2.6309	355.529	-38.19	
144	Spectrogram 1	1	512.355838631	514.932342777	391.081	770.312	2.5765	379.230	-35.56	
145	Spectrogram 1	1	517.937956121	518.464143588	159.988	355.529	0.5262	195.541	-45.68	
146	Spectrogram 1	1	517.266613492	518.155688866	397.007	711.057	0.8891	314.050	-41.18	
147	Spectrogram 1	1	519.788684451	520.242294336	171.839	308.125	0.4536	136.286	-49.79	
148	Spectrogram 1	1	520.653259139	522.240893736	379.230	568.846	1.5876	189.615	-36.02	
149	Spectrogram 1	1	522.367904504	523.383990646	331.827	474.038	1.0161	142.211	-40.70	
150	Spectrogram 1	1	524.617809533	524.980697441	385.156	539.218	0.3629	154.062	-40.35	
151	Spectrogram 1	1	525.461523919	526.994725330	319.976	497.740	1.5332	177.764	-37.73	
152	Spectrogram 1	1	527.989395992	528.633522028	165.913	325.901	0.6441	159.988	-47.00	
153	Spectrogram 1	1	528.833110378	529.821979927	337.752	758.461	0.9889	420.709	-44.24	
154	Spectrogram 1	1	532.745943492	534.542238636	237.019	491.814	1.7963	254.795	-34.12	
155	Spectrogram 1	1	536.646988501	538.053179145	266.646	444.411	1.4062	177.764	-34.20	
156	Spectrogram 1	1	540.632399197	541.530546769	254.795	438.485	0.8981	183.690	-35.94	
157	Spectrogram 1	1	544.379216846	545.830768478	260.721	432.560	1.4516	171.839	-30.29	
158	Spectrogram 1	1	548.143624326	549.631464748	225.168	438.485	1.4878	213.317	-34.77	
159	Spectrogram 1	1	551.110232973	551.309821322	213.317	361.454	0.1996	148.137	-46.04	
160	Spectrogram 1	1	552.561784605	553.414571188	260.721	438.485	0.8528	177.764	-36.67	
161	Spectrogram 1	1	555.981632609	557.723494567	213.317	408.858	1.7419	195.541	-33.40	
162	Spectrogram 1	1	559.211334989	560.744536400	248.870	402.932	1.5332	154.062	-33.65	
163	Spectrogram 1	1	563.632210560	564.503141539	219.243	420.709	0.8709	201.466	-31.93	
164	Spectrogram 1	1	566.643994932	568.186268541	207.392	385.156	1.5423	177.764	-33.29	
165	Spectrogram 1	1	569.952076007	571.512494011	189.615	385.156	1.5604	195.541	-29.33	
166	Spectrogram 1	1	574.569824635	575.395394626	195.541	414.783	0.8256	219.243	-34.12	
167	Spectrogram 1	1	575.785499127	576.230036814	171.839	319.976	0.4445	148.137	-44.33	
168	Spectrogram 1	1	577.696276492	579.247622299	183.690	385.156	1.5513	201.466	-29.91	
