Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	0.711438168	2.733955246	125.000	400.000	2.0225	275.000	-35.70	
2	Spectrogram 1	1	4.980067177	5.274805846	112.500	287.500	0.2947	175.000	-35.45	
3	Spectrogram 1	1	5.427256882	6.301309489	125.000	400.000	0.8741	275.000	-35.70	
4	Spectrogram 1	1	6.037061026	7.063564669	412.500	850.000	1.0265	437.500	-44.92	
5	Spectrogram 1	1	7.419283753	8.913303906	500.000	750.000	1.4940	250.000	-34.86	
6	Spectrogram 1	1	8.445787396	10.641082314	25.000	425.000	2.1953	400.000	-38.09	
7	Spectrogram 1	1	10.437814266	13.202259720	512.500	775.000	2.7644	262.500	-36.22	
8	Spectrogram 1	1	11.443991104	13.354710756	112.500	412.500	1.9107	300.000	-31.43	
9	Spectrogram 1	1	0.691111363	1.849739237	0.000	175.000	1.1586	175.000	-34.78	
10	Spectrogram 1	1	13.944161774	14.259227249	250.000	800.000	0.3151	550.000	-43.23	
11	Spectrogram 1	1	14.238900444	14.655599942	200.000	550.000	0.4167	350.000	-44.88	
12	Spectrogram 1	1	14.960502014	15.488998939	212.500	500.000	0.5285	287.500	-29.22	
13	Spectrogram 1	1	16.688280423	17.785927882	125.000	350.000	1.0976	225.000	-35.90	
14	Spectrogram 1	1	17.562333029	18.588836672	425.000	787.500	1.0265	362.500	-33.39	
15	Spectrogram 1	1	19.391745461	20.824785200	975.000	1237.500	1.4330	262.500	-45.49	
16	Spectrogram 1	1	19.706810936	21.383772332	75.000	462.500	1.6770	387.500	-36.65	
17	Spectrogram 1	1	23.375799203	25.093414209	87.500	487.500	1.7176	400.000	-36.93	
18	Spectrogram 1	1	26.262189894	27.837517266	0.000	200.000	1.5753	200.000	-39.66	
19	Spectrogram 1	1	27.918824485	28.853857506	100.000	412.500	0.9350	312.500	-35.76	
20	Spectrogram 1	1	28.914837921	29.992158575	137.500	500.000	1.0773	362.500	-41.70	
21	Spectrogram 1	1	30.693433341	30.906864791	175.000	550.000	0.2134	375.000	-41.07	
22	Spectrogram 1	1	30.246243635	31.343891095	537.500	800.000	1.0976	262.500	-45.79	
23	Spectrogram 1	1	31.303237485	32.217943701	87.500	387.500	0.9147	300.000	-31.64	
24	Spectrogram 1	1	32.339904530	33.732290659	87.500	450.000	1.3924	362.500	-39.29	
25	Spectrogram 1	1	33.905068500	34.829938118	962.500	1337.500	0.9249	375.000	-40.01	
26	Spectrogram 1	1	34.179480365	35.226310812	0.000	225.000	1.0468	225.000	-40.08	
27	Spectrogram 1	1	35.104349983	36.588206734	100.000	325.000	1.4839	225.000	-34.54	
28	Spectrogram 1	1	36.567879929	36.954089220	87.500	475.000	0.3862	387.500	-34.53	
29	Spectrogram 1	1	37.502912950	39.088403725	87.500	437.500	1.5855	350.000	-43.01	
30	Spectrogram 1	1	39.362794636	40.125049817	125.000	400.000	0.7623	275.000	-35.63	
31	Spectrogram 1	1	39.627043099	40.247010645	550.000	875.000	0.6200	325.000	-49.00	
32	Spectrogram 1	1	41.934135444	43.915998912	562.500	925.000	1.9819	362.500	-41.66	
33	Spectrogram 1	1	41.913808639	44.383515423	25.000	375.000	2.4697	350.000	-34.90	
34	Spectrogram 1	1	46.151947441	48.489529993	112.500	412.500	2.3376	300.000	-38.37	
35	Spectrogram 1	1	45.328711846	48.093157299	537.500	950.000	2.7644	412.500	-49.87	
36	Spectrogram 1	1	41.049919435	41.608906567	100.000	650.000	0.5590	550.000	-40.83	
37	Spectrogram 1	1	49.881916122	51.274302251	1100.000	1337.500	1.3924	237.500	-44.65	
38	Spectrogram 1	1	44.688417495	45.887698978	50.000	275.000	1.1993	225.000	-46.38	
39	Spectrogram 1	1	49.566850648	50.725478521	0.000	400.000	1.1586	400.000	-40.49	
41	Spectrogram 1	1	51.020206561	52.880109200	0.000	387.500	1.8599	387.500	-34.85	
42	Spectrogram 1	1	52.402429287	53.622037575	2762.500	3175.000	1.2196	412.500	-57.64	
43	Spectrogram 1	1	53.205338077	54.201351512	75.000	250.000	0.9960	175.000	-45.48	
44	Spectrogram 1	1	54.536743792	56.742202113	50.000	387.500	2.2055	337.500	-38.40	
