Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	0.249850541	1.374177973	749.272	2176.456	1.1243	1427.184	-59.25	
2	Spectrogram 1	1	2.391426603	2.962513553	624.393	1721.541	0.5711	1097.148	-53.80	
3	Spectrogram 1	1	4.907778477	5.568097763	490.595	1534.223	0.6603	1043.629	-56.50	
4	Spectrogram 1	1	8.021984996	9.467548838	668.993	1552.063	1.4456	883.070	-56.54	
5	Spectrogram 1	1	10.716791253	11.921427788	535.194	1489.624	1.2046	954.430	-57.94	
6	Spectrogram 1	1	12.822674381	13.402684565	597.633	1801.820	0.5800	1204.187	-57.82	
7	Spectrogram 1	1	13.955925048	14.419933195	606.553	1070.388	0.4640	463.835	-58.65	
8	Spectrogram 1	1	0.517547548	1.383101207	80.279	472.755	0.8656	392.476	-38.18	
9	Spectrogram 1	1	3.292673196	9.851249888	0.000	477.390	6.5586	477.390	-43.00	
10	Spectrogram 1	1	15.901177177	16.641805566	486.397	1576.287	0.7406	1089.890	-55.31	
11	Spectrogram 1	1	17.632274483	18.265824068	531.434	1188.971	0.6335	657.537	-46.74	
12	Spectrogram 1	1	19.327688866	20.755406241	675.551	2098.713	1.4277	1423.162	-62.07	
13	Spectrogram 1	1	21.415725527	23.503762188	567.463	2197.794	2.0880	1630.331	-67.60	
14	Spectrogram 1	1	24.387153068	24.913623850	612.500	1945.588	0.5265	1333.088	-70.27	
15	Spectrogram 1	1	26.466266495	26.867812007	495.404	1972.610	0.4015	1477.206	-65.87	
16	Spectrogram 1	1	27.474591891	28.134911177	540.441	1225.000	0.6603	684.559	-69.00	
17	Spectrogram 1	1	29.089697172	29.509089151	1288.051	1810.478	0.4194	522.426	-70.64	
18	Spectrogram 1	1	28.920155734	30.802958022	495.404	927.757	1.8828	432.353	-64.65	
19	Spectrogram 1	1	31.713122610	32.650062138	567.463	1720.404	0.9369	1152.941	-65.20	
20	Spectrogram 1	1	32.998068248	33.488846096	441.360	1116.912	0.4908	675.551	-60.32	
21	Spectrogram 1	1	33.640541067	34.113472447	432.353	2486.029	0.4729	2053.676	-63.29	
22	Spectrogram 1	1	34.042086578	34.425785623	414.338	981.801	0.3837	567.463	-63.75	
23	Spectrogram 1	1	35.764262007	36.540583330	495.404	1999.632	0.7763	1504.228	-63.44	
24	Spectrogram 1	1	39.369248379	40.431113177	594.485	1972.610	1.0619	1378.125	-65.06	
25	Spectrogram 1	1	42.171136327	43.411465796	432.353	1684.375	1.2403	1252.022	-64.58	
26	Spectrogram 1	1	43.598853702	44.045015381	333.272	1215.993	0.4462	882.721	-68.08	
27	Spectrogram 1	1	44.232403287	44.776720536	279.228	1089.890	0.5443	810.662	-67.20	
28	Spectrogram 1	1	46.588133127	47.194913012	495.404	1306.066	0.6068	810.662	-66.88	
29	Spectrogram 1	1	47.266298881	47.658921159	495.404	927.757	0.3926	432.353	-62.08	
30	Spectrogram 1	1	47.757076728	48.149699006	378.309	1071.875	0.3926	693.566	-64.74	
31	Spectrogram 1	1	48.676169788	50.210965967	387.316	1792.463	1.5348	1405.147	-65.89	
32	Spectrogram 1	1	51.103281830	51.995605190	387.316	909.743	0.8923	522.426	-64.69	
33	Spectrogram 1	1	52.004528423	52.691617410	396.324	810.662	0.6871	414.338	-61.97	
34	Spectrogram 1	1	52.950391184	53.807021609	378.309	1188.971	0.8566	810.662	-65.20	
35	Spectrogram 1	1	54.940272276	55.636284496	351.287	936.765	0.6960	585.478	-62.34	
36	Spectrogram 1	1	56.332296716	57.072925105	369.301	1125.919	0.7406	756.618	-63.03	
37	Spectrogram 1	1	57.162150309	58.063396902	477.390	1107.904	0.9012	630.515	-67.11	
38	Spectrogram 1	1	59.785580986	61.373916566	387.316	1981.618	1.5883	1594.301	-64.76	
39	Spectrogram 1	1	62.801631024	64.015190793	468.382	765.625	1.2136	297.243	-64.55	
40	Spectrogram 1	1	64.149039297	64.934283853	351.287	1576.287	0.7852	1225.000	-65.93	
41	Spectrogram 1	1	64.836128283	65.728451643	459.375	1062.868	0.8923	603.493	-62.77	
42	Spectrogram 1	1	66.656467937	67.120476084	441.360	1179.963	0.4640	738.603	-64.12	
43	Spectrogram 1	1	65.728451643	66.424463863	396.324	855.699	0.6960	459.375	-67.35	
