Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	0.748640961	1.470222609	138.761	378.439	0.7216	239.678	-59.22	
2	Spectrogram 1	1	4.347529433	5.069111082	163.990	365.825	0.7216	201.835	-61.29	
3	Spectrogram 1	1	7.089539698	7.450330523	208.142	428.898	0.3608	220.756	-53.33	
4	Spectrogram 1	1	9.642114877	10.120162719	145.068	359.517	0.4780	214.449	-57.61	
5	Spectrogram 1	1	13.087667249	13.538655780	176.605	353.210	0.4510	176.605	-64.00	
6	Spectrogram 1	1	10.953301113	11.467428038	252.293	372.132	0.5141	119.839	-64.17	
7	Spectrogram 1	1	14.777419737	15.841752669	56.766	258.600	1.0643	201.834	-59.70	
8	Spectrogram 1	1	17.752088954	18.139939090	151.376	340.595	0.3879	189.219	-62.74	
9	Spectrogram 1	1	18.968159735	19.834057714	201.834	378.439	0.8659	176.605	-70.72	
10	Spectrogram 1	1	21.046380381	21.560507305	170.298	409.976	0.5141	239.678	-66.11	
11	Spectrogram 1	1	21.686784094	22.381306431	81.995	214.449	0.6945	132.454	-60.67	
12	Spectrogram 1	1	22.751117026	23.184066015	245.986	365.825	0.4329	119.839	-70.81	
13	Spectrogram 1	1	22.624840237	24.455853671	75.688	245.986	1.8310	170.298	-62.17	
14	Spectrogram 1	1	23.279345972	23.649156567	264.908	378.439	0.3698	113.531	-68.14	
15	Spectrogram 1	1	25.175812165	25.735037943	182.912	403.669	0.5592	220.757	-64.37	
16	Spectrogram 1	1	28.406009872	28.829939090	220.756	378.439	0.4239	157.683	-63.83	
17	Spectrogram 1	1	30.174049413	31.175243950	63.073	277.522	1.0012	214.449	-58.34	
18	Spectrogram 1	1	32.413456294	32.801306431	258.600	403.669	0.3879	145.069	-58.34	
19	Spectrogram 1	1	35.941495836	36.500721613	277.522	365.825	0.5592	88.303	-50.45	
20	Spectrogram 1	1	38.183456294	39.130532208	69.381	220.756	0.9471	151.375	-49.48	
21	Spectrogram 1	1	65.305563633	65.720473081	245.986	409.976	0.4149	163.990	-57.12	
22	Spectrogram 1	1	67.139105741	67.932845554	25.229	201.834	0.7937	176.605	-43.80	
23	Spectrogram 1	1	72.478520924	72.713034959	239.678	409.976	0.2345	170.298	-69.18	
24	Spectrogram 1	1	73.580481382	74.383240966	681.191	838.874	0.8028	157.683	-75.06	
25	Spectrogram 1	1	74.566165053	75.107351289	44.151	233.371	0.5412	189.220	-57.27	
26	Spectrogram 1	1	75.323825784	76.081486515	233.371	422.591	0.7577	189.220	-71.89	
27	Spectrogram 1	1	76.305150599	76.765158900	63.073	428.898	0.4600	365.825	-67.57	
28	Spectrogram 1	1	78.745546011	79.340850872	845.181	958.713	0.5953	113.532	-79.14	
29	Spectrogram 1	1	77.879648033	78.114162069	214.449	365.825	0.2345	151.376	-67.36	
30	Spectrogram 1	1	80.703980965	81.353404449	50.459	227.064	0.6494	176.605	-60.06	
31	Spectrogram 1	1	81.849491832	82.327539674	63.073	245.986	0.4780	182.913	-68.50	
32	Spectrogram 1	1	82.904804993	83.121279488	195.527	454.127	0.2165	258.600	-69.34	
33	Spectrogram 1	1	83.931814499	84.689475230	258.600	384.747	0.7577	126.147	-75.19	
34	Spectrogram 1	1	83.589063216	83.805537710	107.225	277.522	0.2165	170.297	-72.71	
35	Spectrogram 1	1	85.365958026	85.907144262	239.678	384.747	0.5412	145.069	-68.00	
36	Spectrogram 1	1	85.240825968	85.917308764	731.650	864.103	0.6765	132.453	-77.96	
37	Spectrogram 1	1	85.673774958	87.207135961	819.952	983.943	1.5334	163.991	-76.59	
38	Spectrogram 1	1	87.171056879	88.082053710	80.294	239.678	0.9110	159.384	-66.46	
39	Spectrogram 1	1	86.674969495	87.216155732	18.922	182.487	0.5412	163.565	-58.91	
41	Spectrogram 1	1	87.623000735	88.209285825	284.680	437.969	0.5863	153.289	-76.98	
42	Spectrogram 1	1	88.497918484	89.544211875	795.644	919.735	1.0463	124.091	-81.47	
43	Spectrogram 1	1	89.289079818	89.649870642	240.883	394.172	0.3608	153.289	-67.32	
44	Spectrogram 1	1	89.947523072	90.993816463	722.649	941.634	1.0463	218.985	-80.09	
45	Spectrogram 1	1	89.171822800	90.254195273	109.492	189.787	1.0824	80.295	-64.85	
46	Spectrogram 1	1	92.382861137	92.779731043	58.396	408.771	0.3969	350.375	-68.47	
47	Spectrogram 1	1	93.014245079	94.087597782	671.553	802.944	1.0734	131.391	-78.98	
