Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	14.546709297	15.625981173	642.434	787.500	1.0793	145.066	-67.06	
2	Spectrogram 1	1	10.855286648	11.903275282	186.513	373.026	1.0480	186.513	-91.75	
3	Spectrogram 1	1	17.815808575	19.958710706	460.613	757.783	2.1429	297.170	-69.34	
4	Spectrogram 1	1	20.725151688	22.649071119	312.028	713.208	1.9239	401.180	-68.69	
5	Spectrogram 1	1	24.338366229	26.262285661	549.764	713.208	1.9239	163.444	-67.19	
6	Spectrogram 1	1	28.186207425	28.968288494	653.774	757.783	0.7821	104.009	-66.28	
7	Spectrogram 1	1	32.909977085	35.131087323	505.189	698.349	2.2211	193.160	-67.57	
8	Spectrogram 1	1	36.257284063	38.071712144	490.330	698.349	1.8144	208.019	-65.75	
9	Spectrogram 1	1	45.188651687	46.752813827	460.613	594.340	1.5642	133.727	-65.31	
10	Spectrogram 1	1	42.122893894	42.732917129	505.189	609.198	0.6100	104.009	-67.63	
11	Spectrogram 1	1	48.176202894	49.099058556	475.472	713.208	0.9229	237.736	-66.58	
12	Spectrogram 1	1	52.424531191	53.579946036	418.364	571.424	1.1554	153.060	-67.46	
13	Spectrogram 1	1	55.479076183	56.382159050	438.772	530.608	0.9031	91.836	-65.53	
14	Spectrogram 1	1	59.489826565	60.100735563	387.752	479.588	0.6109	91.836	-68.60	
15	Spectrogram 1	1	60.525715736	61.269431038	438.772	520.404	0.7437	81.632	-66.19	
16	Spectrogram 1	1	64.762245466	65.187225639	367.344	459.180	0.4250	91.836	-66.54	
17	Spectrogram 1	1	71.070544907	72.040030926	459.180	540.812	0.9695	81.632	-67.58	
18	Spectrogram 1	1	69.795604388	70.340110235	367.344	459.180	0.5445	91.836	-68.30	
19	Spectrogram 1	1	66.661375614	67.604300372	408.160	510.200	0.9429	102.040	-68.74	
20	Spectrogram 1	1	73.660267835	74.297738095	418.364	520.404	0.6375	102.040	-67.38	
21	Spectrogram 1	1	73.195445771	73.514180901	530.608	642.852	0.3187	112.244	-70.29	
22	Spectrogram 1	1	84.377740560	84.882404515	81.632	153.060	0.5047	71.428	-72.57	
23	Spectrogram 1	1	88.813471114	89.689992721	244.896	336.732	0.8765	91.836	-73.85	
24	Spectrogram 1	1	90.022008481	91.137581434	612.240	724.484	1.1156	112.244	-63.72	
25	Spectrogram 1	1	91.237186162	92.073865878	408.160	499.996	0.8367	91.836	-67.83	
26	Spectrogram 1	1	86.701850880	87.126831053	132.652	234.692	0.4250	102.040	-76.98	
27	Spectrogram 1	1	95.400664637	96.463115069	612.240	704.076	1.0625	91.836	-64.87	
28	Spectrogram 1	1	97.499004241	97.857581262	387.752	510.200	0.3586	122.448	-60.73	
29	Spectrogram 1	1	101.974576686	102.532363163	418.364	499.996	0.5578	81.632	-68.02	
30	Spectrogram 1	1	102.585485685	103.063588379	377.548	469.384	0.4781	91.836	-63.71	
31	Spectrogram 1	1	104.604141506	105.732995090	591.832	765.300	1.1289	173.468	-65.28	
32	Spectrogram 1	1	108.455533615	109.823438547	612.240	836.728	1.3679	224.488	-69.28	
33	Spectrogram 1	1	111.842094368	113.289683082	397.956	520.404	1.4476	122.448	-69.35	
34	Spectrogram 1	1	113.794347037	114.564623600	591.832	785.708	0.7703	193.876	-67.70	
35	Spectrogram 1	1	115.308338903	116.384069965	377.548	489.792	1.0757	112.244	-70.77	
36	Spectrogram 1	1	122.493159950	123.449365339	408.160	510.200	0.9562	102.040	-69.75	
37	Spectrogram 1	1	124.896965741	126.503922020	551.016	775.504	1.6070	224.488	-66.89	
38	Spectrogram 1	1	132.652853896	134.206687653	428.568	520.404	1.5538	91.836	-68.85	
39	Spectrogram 1	1	135.853485823	136.902655625	438.772	499.996	1.0492	61.224	-69.13	
40	Spectrogram 1	1	131.006055726	131.962261115	193.876	275.508	0.9562	81.632	-71.56	
41	Spectrogram 1	1	134.472300261	135.176173672	173.468	295.916	0.7039	122.448	-73.75	
42	Spectrogram 1	1	143.410166471	144.897597076	418.364	540.812	1.4874	122.448	-70.66	
43	Spectrogram 1	1	145.216332206	146.358466420	193.876	306.120	1.1421	112.244	-74.20	
44	Spectrogram 1	1	147.062339832	147.991983960	377.548	499.996	0.9296	122.448	-69.01	
45	Spectrogram 1	1	139.917360675	140.607953456	408.160	499.996	0.6906	91.836	-74.14	
46	Spectrogram 1	1	148.775541154	149.784869064	428.568	683.668	1.0093	255.100	-71.89	
47	Spectrogram 1	1	154.074512684	155.548662659	428.568	530.608	1.4741	102.040	-65.95	
48	Spectrogram 1	1	155.482260917	156.903288370	193.876	326.528	1.4210	132.652	-75.07	
49	Spectrogram 1	1	157.580600521	159.081311756	377.548	530.608	1.5007	153.060	-69.21	
50	Spectrogram 1	1	165.336488676	166.545026042	397.956	530.608	1.2085	132.652	-70.25	
51	Spectrogram 1	1	160.064078406	160.874196860	224.488	306.120	0.8101	81.632	-63.58	
52	Spectrogram 1	1	165.070876068	165.814591370	306.120	387.752	0.7437	81.632	-76.40	
53	Spectrogram 1	1	167.700440887	168.537120602	204.080	295.916	0.8367	91.836	-72.35	
54	Spectrogram 1	1	168.470717450	170.409689489	397.956	540.812	1.9390	142.856	-67.70	
55	Spectrogram 1	1	171.100283878	171.870560441	234.692	316.324	0.7703	81.632	-76.17	
56	Spectrogram 1	1	176.093800909	177.740599079	408.160	520.404	1.6468	112.244	-71.09	
57	Spectrogram 1	1	179.520203553	181.020914788	408.160	520.404	1.5007	112.244	-67.87	
