,begin_time,end_time,filename,call_length,label
343,393.9090216,393.9385639,180912_083838,0.029542303,0
862,749.9000192,749.9407878,180912_092922,0.040768596,0
1057,125.5521204,125.58067,180912_155430,0.028549619,0
1138,3161.850512,3166.805329,180914_125804,4.954816123,0
678,274.6792527,275.0736547,180912_092922,0.39440195,0
649,209.3304409,209.5466133,180912_092922,0.216172354,0
765,533.7762194,535.2498239,180912_092922,1.47360448,0
886,789.9388748,790.0883596,180912_092922,0.149484852,0
1230,166.9266999,167.2103001,180916_112552,0.28360024,0
1226,160.399901,160.7154559,180916_112552,0.315554869,0
894,802.3117066,802.3524752,180912_092922,0.040768596,0
873,765.6814405,766.1842532,180912_092922,0.502812684,0
147,325.5976545,326.2774133,180912_075945,0.679758776,0
6,6.993938413,7.24427543,180912_073707,0.250337017,0
960,944.3677446,944.6367236,180912_092922,0.268979012,0
781,580.1927843,580.9423059,180912_092922,0.749521518,0
1063,132.932191,133.5412495,180912_155430,0.609058538,0
96,175.3162606,176.0003585,180912_075945,0.684097966,0
18,19.0089547,19.0265841,180912_073707,0.017629397,0
37,42.79800679,42.82621378,180912_073707,0.028206988,0
1239,181.5804177,181.5917155,180916_112552,0.011297784,0
1087,700.9008737,702.4867052,180914_125804,1.585831513,0
1062,132.0186044,132.3945077,180912_155430,0.375903316,0
144,314.456965,314.9168333,180912_075945,0.459868302,0
876,773.2118872,774.1359754,180912_092922,0.924088176,0
129,280.6444367,280.7388427,180912_075945,0.094406021,0
104,194.7445131,195.5879371,180912_075945,0.843424089,0
918,842.8851647,843.2112165,180912_092922,0.326051801,0
814,662.2652303,662.2844488,180912_092922,0.019218501,0
926,861.9897447,862.0281703,180912_092922,0.038425574,0
947,920.3602501,920.8597826,180912_092922,0.499532452,0
1077,669.0532889,670.3978783,180914_125804,1.344589362,0
871,764.3632559,764.4176141,180912_092922,0.054358128,0
701,360.8469976,361.4235526,180912_092922,0.576555014,0
608,90.57106753,90.72844579,180912_092922,0.157378261,0
835,700.6177178,701.4059106,180912_092922,0.788192856,0
969,956.4809381,957.2622581,180912_092922,0.781319989,0
917,839.6317377,839.7404216,180912_092922,0.108683934,0
1188,67.58872645,67.63266452,180916_112552,0.043938066,0
891,800.2437282,800.9255744,180912_092922,0.681846188,0
1189,68.68318372,70.24498227,180916_112552,1.561798554,0
753,501.0993134,501.7527424,180912_092922,0.653429016,0
1099,735.3297607,738.0,180914_125804,2.670239322,0
673,259.2715972,261.1231922,180912_092922,1.85159494,0
1277,285.0397855,286.0791816,180916_112552,1.03939606,0
387,555.7734565,555.8632372,180912_083838,0.089780675,0
29,33.05603232,33.37688683,180912_073707,0.320854515,0
253,58.06469184,58.32792,180912_083838,0.263228165,0
25,27.71080811,27.80248082,180912_073707,0.09167271,0
717,403.6977647,407.0194756,180912_092922,3.321710878,0
1192,76.0967335,76.12868845,180916_112552,0.031954957,0
65,109.723149,110.6388672,180912_075945,0.915718268,0
1169,11.90321983,12.10693282,180916_112552,0.203712988,0
668,248.4256642,249.9823628,180912_092922,1.556698538,0
1269,266.2911333,266.3024311,180916_112552,0.011297783,0
39,72.24028787,72.25635314,180912_075945,0.016065269,0
762,527.0467136,529.0238908,180912_092922,1.977177229,0
1079,674.6877586,681.4194493,180914_125804,6.731690678,0
1288,313.6288041,313.6965908,180916_112552,0.0677867,0
1047,109.2598132,109.4786937,180912_155430,0.218880412,0
7,7.77315645,8.635846677,180912_073707,0.862690227,0
720,416.8702411,417.9464771,180912_092922,1.076236026,0
743,481.393528,482.7313163,180912_092922,1.337788303,0
1015,24.52496636,25.6440324,180912_155430,1.119066042,0
1032,62.54602057,62.7234118,180912_155430,0.177391232,0
734,458.840991,460.5130005,180912_092922,1.672009541,0
278,142.2248697,142.319635,180912_083838,0.094765379,0
414,667.1346654,667.9576549,180912_083838,0.82298952,0
366,473.9504998,474.2847329,180912_083838,0.334233007,0
1096,721.0461462,726.4832828,180914_125804,5.437136615,0
240,26.26573901,28.07152974,180912_083838,1.80579073,0
1150,3206.498957,3208.796478,180914_125804,2.297520989,0
851,731.0951881,731.1903148,180912_092922,0.095126724,0
124,273.2822216,274.2405116,180912_075945,0.958290006,0
1037,72.20977244,72.41846801,180912_155430,0.208695567,0
974,964.3839192,965.4470267,180912_092922,1.063107527,0
713,392.6365032,393.4079161,180912_092922,0.771412926,0
784,586.131301,586.707856,180912_092922,0.576555014,0
741,478.6768135,478.7921245,180912_092922,0.115311003,0
142,308.6578469,309.2352303,180912_075945,0.57738332,0
590,60.92308443,61.90981491,180912_092922,0.986730478,0
846,722.6093984,723.0034948,180912_092922,0.394096428,0
1110,1638.476406,1638.542351,180914_125804,0.065945079,0
1245,192.2398679,192.3980369,180916_112552,0.158168966,0
1182,51.30767329,51.91481746,180916_112552,0.607144176,0
417,681.4097909,681.7090598,180912_083838,0.299268917,0
948,922.3199544,922.5761249,180912_092922,0.256170488,0
1127,1670.520075,1671.3438,180914_125804,0.823724589,0
644,184.6909886,186.4444815,180912_092922,1.753492897,0
565,21.70885046,22.20853147,180912_092922,0.499681012,0
1279,286.7401019,286.9773554,180916_112552,0.237253448,0
73,126.9183382,127.6412718,180912_075945,0.722933642,0
232,11.65492912,12.34461049,180912_083838,0.689681367,0
1019,36.02480996,36.23997779,180912_155430,0.215167833,0
976,966.5229428,966.7534962,180912_092922,0.230553439,0
651,213.2750024,214.4513023,180912_092922,1.176299907,0
850,727.3953146,727.6128836,180912_092922,0.217568953,0
581,45.45243093,45.68948039,180912_092922,0.237049466,0
946,915.7235643,915.7363728,180912_092922,0.012808524,0
1295,330.0953111,330.4737868,180916_112552,0.378475739,0
1235,176.3156549,176.3664907,180916_112552,0.050835802,0
97,176.4829878,176.5827376,180912_075945,0.099749886,0
60,99.77330285,100.0089254,180912_075945,0.235622539,0
1042,90.92975198,90.95062154,180912_155430,0.020869557,0
383,533.8826155,534.1329807,180912_083838,0.250365174,0
1082,689.9742985,691.8389575,180914_125804,1.864659031,0
1013,21.89847249,22.42479372,180912_155430,0.526321232,0
605,87.70751096,88.95671349,180912_092922,1.249202531,0
819,672.4166497,672.7961632,180912_092922,0.379513466,0
238,23.34382652,23.57021048,180912_083838,0.22638396,0
1243,190.358787,190.6412316,180916_112552,0.282444582,0
935,887.5438538,887.8256413,180912_092922,0.281787537,0
1161,267.900178,314.0537713,180914_150127,46.15359331,0
1268,262.5798115,263.3650074,180916_112552,0.785195936,0
1124,1665.029993,1666.898235,180914_125804,1.868241335,0
1017,32.48620201,32.62672141,180912_155430,0.140519392,0
704,368.4010806,368.6701396,180912_092922,0.269059007,0
1304,351.2390904,351.4819896,180916_112552,0.242899217,0
852,733.2151551,733.3782295,180912_092922,0.163074384,0
103,187.6329548,188.010487,180912_075945,0.377532175,0
839,706.6922386,706.7330103,180912_092922,0.040771771,0
1137,3157.83686,3161.268941,180914_125804,3.432080962,0
50,85.37658268,85.64165778,180912_075945,0.265075106,0
925,860.5401427,860.580807,180912_092922,0.040664333,0
606,89.2642095,89.62936101,180912_092922,0.365151509,0
123,269.3967185,269.4825798,180912_075945,0.085861242,0
1323,379.9297874,380.2065807,180916_112552,0.276793284,0
90,165.7686369,165.8804795,180912_075945,0.111842638,0
1078,671.1448724,673.6206242,180914_125804,2.475751842,0
15,16.9357411,16.98157746,180912_073707,0.045836356,0
934,884.8592478,884.9181062,180912_092922,0.058858469,0
1039,81.03759046,81.44454681,180912_155430,0.406956356,0
1326,385.5560811,386.0927188,180916_112552,0.536637713,0
1296,331.7504363,332.0780679,180916_112552,0.32763164,0
32,38.46471535,38.79614746,180912_073707,0.331432107,0
798,621.3095017,622.1150042,180912_092922,0.805502437,0
1114,1650.062956,1651.197212,180914_125804,1.134255343,0
421,697.6147681,699.290674,180912_083838,1.675905932,0
1311,361.9889209,362.6611343,180916_112552,0.672213351,0
1132,3142.45544,3145.778346,180914_125804,3.322905753,0
908,827.4902257,827.9198145,180912_092922,0.429588767,0
1214,133.0744216,133.4019599,180916_112552,0.327538305,0
486,876.0378183,876.7710271,180912_083838,0.733208845,0
919,846.8597884,847.3669801,180912_092922,0.507191691,0
133,288.0793037,288.4718136,180912_075945,0.392509892,0
770,550.3432529,551.1865543,180912_092922,0.843301463,0
879,778.6745042,780.3102024,180912_092922,1.635698226,0
942,905.8866106,906.0265613,180912_092922,0.13995069,0
1035,66.34427989,66.46949225,180912_155430,0.125212361,0
48,82.76865711,82.77668895,180912_075945,0.008031834,0
794,610.5882577,611.3084332,180912_092922,0.720175464,0
680,281.1055047,282.3497632,180912_092922,1.244258427,0
105,196.367102,197.0927157,180912_075945,0.725613702,0
887,792.9285718,793.9341972,180912_092922,1.005625369,0
808,649.0272219,651.8025968,180912_092922,2.775374884,0
1142,3172.708415,3173.009708,180914_125804,0.301292767,0
1187,62.93128995,63.083077,180916_112552,0.151787041,0
362,467.9342999,468.1431956,180912_083838,0.20889563,0
766,536.0762194,536.6524873,180912_092922,0.576267967,0
821,673.5841217,673.8388188,180912_092922,0.254697049,0
1294,327.3104075,327.3668964,180916_112552,0.056488916,0
1293,324.7062733,325.0734464,180916_112552,0.367173076,0
809,652.6866478,653.9124692,180912_092922,1.225821425,0
776,567.3088197,567.9622488,180912_092922,0.653429015,0
483,868.1520784,868.3914935,180912_083838,0.239415133,0
785,587.745655,588.6681431,180912_092922,0.922488022,0
769,547.2654379,549.1901428,180912_092922,1.924704967,0
815,665.7437789,665.7822159,180912_092922,0.038437001,0
248,49.66745151,49.77273163,180912_083838,0.105280117,0
138,301.4358148,301.6665827,180912_075945,0.230767946,0
728,442.8887897,444.1572107,180912_092922,1.268421031,0
1116,1653.02389,1655.391319,180914_125804,2.367428303,0
739,470.0889113,473.8551792,180912_092922,3.766267967,0
1324,380.7432254,380.9239923,180916_112552,0.180766938,0
1112,1644.985185,1648.381357,180914_125804,3.396171521,0
834,697.8046846,698.3210868,180912_092922,0.516402216,0
746,486.1855974,486.9351189,180912_092922,0.749521518,0
658,225.2466133,225.6309833,180912_092922,0.384370009,0
823,676.8128298,676.9665778,180912_092922,0.153748003,0
1020,38.84867238,39.04693317,180912_155430,0.198260789,0
812,660.4586912,660.7469687,180912_092922,0.288277507,0
92,166.9408013,166.981069,180912_075945,0.040267762,0
1091,710.5727033,711.4265968,180914_125804,0.853893484,0
1252,212.9769351,214.287472,180916_112552,1.31053684,0
1219,143.983044,144.014999,180916_112552,0.031954957,0
751,498.2357569,499.3504299,180912_092922,1.114673027,0
1107,1631.637866,1632.336884,180914_125804,0.699017827,0
1122,1662.482391,1663.306116,180914_125804,0.823724589,0
688,312.0962161,313.1718781,180912_092922,1.075661931,0
51,87.45971075,87.6685571,180912_075945,0.208846343,0
58,98.18016589,98.24442696,180912_075945,0.064261077,0
1026,50.29561077,50.34778466,180912_155430,0.052173891,0
1109,1635.673705,1638.153275,180914_125804,2.479570336,0
213,455.4403433,455.5871971,180912_075945,0.14685381,0
429,725.5584581,725.5734215,180912_083838,0.014963446,0
696,346.2962161,347.8144777,180912_092922,1.518261536,0
620,139.9961042,143.6567741,180912_092922,3.660669917,0
729,446.6614378,446.8670193,180912_092922,0.205581543,0
890,798.5450367,799.7137364,180912_092922,1.168699752,0
774,559.8507489,561.9084211,180912_092922,2.057672239,0
27,30.7994733,30.83825791,180912_073707,0.038784608,0
975,965.8056654,966.0746444,180912_092922,0.268979013,0
768,543.2323119,545.6318653,180912_092922,2.399553458,0
1200,90.61626546,90.64422622,180916_112552,0.027960758,0
856,741.744474,742.0434457,180912_092922,0.298971672,0
1236,176.5133619,176.9370288,180916_112552,0.423666872,0
1282,295.6540439,295.7783196,180916_112552,0.124275616,0
1134,3151.580451,3152.320317,180914_125804,0.739865735,0
972,961.7171758,961.8580696,180912_092922,0.140893769,0
647,205.7173628,206.3131363,180912_092922,0.595773514,0
634,167.7598202,168.4885325,180912_092922,0.728712235,0
987,985.9462642,986.4714137,180912_092922,0.525149501,0
82,147.9812265,148.2436255,180912_075945,0.262399021,0
131,283.6207981,284.0638933,180912_075945,0.443095206,0
1186,59.7557653,59.85163101,180916_112552,0.095865711,0
1315,369.9708001,370.0894268,180916_112552,0.118626724,0
1128,1671.445704,1672.099588,180914_125804,0.653884467,0
237,22.19611249,22.29087787,180912_083838,0.094765379,0
393,575.5508016,575.6405823,180912_083838,0.089780675,0
750,495.8732529,497.6207648,180912_092922,1.747511978,0
916,838.5578456,838.8838974,180912_092922,0.326051801,0
496,895.2125769,895.6704826,180912_083838,0.457905701,0
1092,713.343536,713.4829497,180914_125804,0.13941376,0
978,968.8028601,969.1743073,180912_092922,0.371447208,0
1053,117.6533983,117.6867062,180912_155430,0.033307889,0
1251,203.8539814,203.9952009,180916_112552,0.141219501,0
300,217.8880679,218.7340952,180912_083838,0.846027301,0
1148,3191.423307,3202.891375,180914_125804,11.46806792,0
575,30.84093711,31.08255007,180912_092922,0.241612963,0
684,298.6993496,298.8593581,180912_092922,0.160008501,0
825,683.8275825,685.0191276,180912_092922,1.191545124,0
1111,1638.667647,1644.352113,180914_125804,5.68446573,0
139,304.1787878,304.8685937,180912_075945,0.689805948,0
822,674.9919288,675.2753498,180912_092922,0.283420964,0
1199,90.20883977,90.26476094,180916_112552,0.055921174,0
786,589.2639166,590.8590521,180912_092922,1.595135538,0
