,begin_time,end_time,filename,call_length,label
699,356.2162161,356.7543341,180912_092922,0.538118013,0
1043,93.70540302,94.50887791,180912_155430,0.80347489,0
831,692.5019688,692.5155584,180912_092922,0.013589532,0
1004,1013.965793,1015.015709,180912_092922,1.049915828,0
134,291.5301093,292.2858829,180912_075945,0.755773598,0
391,569.789875,570.2088515,180912_083838,0.418976483,0
690,319.9346531,323.4088956,180912_092922,3.474242456,0
1204,102.0082058,102.2758283,180916_112552,0.267622549,0
881,782.1719683,782.4573485,180912_092922,0.285380172,0
885,788.9196599,789.2865772,180912_092922,0.366917364,0
1155,3224.8595,3225.025703,180914_125804,0.166202948,0
271,109.952087,110.0521171,180912_083838,0.100030122,0
1001,1010.5203,1010.776473,180912_092922,0.256172343,0
1272,270.5955834,270.770699,180916_112552,0.17511564,0
566,22.43915348,22.95805299,180912_092922,0.518899512,0
45,77.43767117,78.30519278,180912_075945,0.867521608,0
710,383.9207456,385.1334251,180912_092922,1.212679457,0
686,304.4252986,305.8902991,180912_092922,1.465000516,0
1255,223.2748517,223.5008074,180916_112552,0.225955665,0
378,516.857698,516.8681428,180912_083838,0.010444781,0
1025,48.69908968,49.38778505,180912_155430,0.688695371,0
1140,3169.88521,3170.398524,180914_125804,0.513313603,0
102,185.887198,185.9086159,180912_075945,0.021417935,0
128,280.0300515,280.0648886,180912_075945,0.034837152,0
764,531.9585639,532.3540503,180912_092922,0.395486467,0
137,298.5429524,299.9095841,180912_075945,1.366631731,0
1195,83.03095907,83.23866567,180916_112552,0.2077066,0
1005,1015.361539,1015.976349,180912_092922,0.614809172,0
707,376.0294537,377.4095176,180912_092922,1.380063881,0
1100,1605.936958,1607.731147,180914_125804,1.794189004,0
998,1006.062934,1006.203828,180912_092922,0.140893768,0
224,476.4142006,477.3372817,180912_075945,0.923081089,0
185,396.6774895,397.3747101,180912_075945,0.697220558,0
1203,101.1973487,101.2173206,180916_112552,0.019971848,0
604,87.05408195,87.43845196,180912_092922,0.384370009,0
827,689.2048073,689.5173666,180912_092922,0.312559236,0
1289,315.820574,315.9053074,180916_112552,0.084733374,0
234,16.38911526,17.01560513,180912_083838,0.626489871,0
1070,170.0041055,171.7503877,180912_155430,1.746282238,0
1098,732.565208,733.5649865,180914_125804,0.999778469,0
553,6.203850231,6.511346239,180912_092922,0.307496008,0
1178,39.93171385,40.11944839,180916_112552,0.187734542,0
148,327.4630657,328.193153,180912_075945,0.730087223,0
611,96.58715387,97.02917938,180912_092922,0.44202551,0
494,888.6071128,890.0286401,180912_083838,1.421527353,0
593,64.91464743,65.37279738,180912_092922,0.458149954,0
676,270.4533197,270.8376898,180912_092922,0.384370009,0
146,322.8087736,322.8606939,180912_075945,0.051920325,0
724,432.6719636,434.4033831,180912_092922,1.731419475,0
573,27.16769741,27.64815993,180912_092922,0.480462512,0
709,379.8887041,381.9028031,180912_092922,2.014098932,0
660,229.2030088,230.9147313,180912_092922,1.711722493,0
303,241.585419,241.6518892,180912_083838,0.066470183,0
1271,269.5561873,270.3809255,180916_112552,0.824738178,0
779,575.9324973,577.1370428,180912_092922,1.204545473,0
57,95.81321794,95.84267094,180912_075945,0.029452994,0
1247,195.9737815,196.1997372,180916_112552,0.225955666,0
38,46.34856138,46.35207875,180912_073707,0.003517372,0
1248,196.8719553,196.8945509,180916_112552,0.022595566,0
861,749.6961762,749.7233553,180912_092922,0.027179064,0
188,400.9053149,401.8324691,180912_075945,0.927154229,0
1256,226.9918224,227.1669358,180916_112552,0.175113439,0
1307,355.108578,355.5717872,180916_112552,0.463209113,0
773,554.6458844,558.0442098,180912_092922,3.398325418,0
912,833.5669705,833.6808373,180912_092922,0.113866838,0
586,52.92509441,54.08590741,180912_092922,1.160812994,0
982,975.322399,975.4632928,180912_092922,0.140893769,0
1172,20.23547463,20.5070921,180916_112552,0.271617467,0
1233,174.7452631,174.8864854,180916_112552,0.141222291,0
1207,112.5713172,112.7830188,180916_112552,0.211701587,0
913,834.4323585,834.6600922,180912_092922,0.227733676,0
1249,198.815174,199.5438771,180916_112552,0.728703072,0
577,36.44148993,37.9524469,180912_092922,1.510956964,0
1108,1632.620448,1634.044862,180914_125804,1.424413687,0
46,80.03220923,80.05095093,180912_075945,0.0187417,0
425,712.2542881,712.6433377,180912_083838,0.389049592,0
1238,180.7161373,181.0663686,180916_112552,0.350231281,0
840,707.4124869,707.7658148,180912_092922,0.353327832,0
77,137.547546,137.9966685,180912_075945,0.449122455,0
588,55.87402542,56.59638589,180912_092922,0.722360469,0
190,404.6213497,404.6510187,180912_075945,0.02966895,0
427,716.9228832,718.2845568,180912_083838,1.36167357,0
1246,194.8327092,195.4766791,180916_112552,0.643969915,0
1094,717.7350852,718.7458191,180914_125804,1.010733964,0
44,75.88201938,76.88341939,180912_075945,1.001400006,0
155,342.0930613,342.3971677,180912_075945,0.304106365,0
803,634.9030593,637.0747499,180912_092922,2.171690552,0
1044,96.07409467,96.09496423,180912_155430,0.020869557,0
1085,695.6554092,696.5267452,180914_125804,0.871335996,0
207,447.630873,447.8459089,180912_075945,0.215035936,0
1156,3225.221236,3235.672477,180914_125804,10.4512412,0
1305,351.5949675,352.0299321,180916_112552,0.434964655,0
34,39.64235709,39.67408995,180912_073707,0.031732861,0
795,614.0566787,615.0067107,180912_092922,0.950031941,0
949,923.3062108,923.4294997,180912_092922,0.123288961,0
1086,697.1018269,700.2212317,180914_125804,3.119404707,0
859,747.5490301,747.6577464,180912_092922,0.108716256,0
141,307.5407107,308.2749771,180912_075945,0.734266387,0
712,390.1957536,390.5416866,180912_092922,0.345933009,0
938,893.5894773,893.8328392,180912_092922,0.243361964,0
1242,186.7152559,187.2405988,180916_112552,0.525342904,0
682,290.0207857,291.8657617,180912_092922,1.844976044,0
736,462.5467328,464.7765893,180912_092922,2.229856477,0
357,454.3874117,454.4082939,180912_083838,0.020882161,0
1009,12.64553062,13.2236529,180912_155430,0.578122272,0
903,821.2059444,821.5136504,180912_092922,0.307706038,0
872,765.3281127,765.5047766,180912_092922,0.176663916,0
775,563.8110527,565.6752472,180912_092922,1.864194545,0
868,760.9658695,761.2104845,180912_092922,0.244614957,0
737,466.2756323,466.5381523,180912_092922,0.262519963,0
69,119.4854797,119.6541641,180912_075945,0.168684421,0
1072,173.0874616,173.6727288,180912_155430,0.585267189,0
597,73.57230444,74.43793443,180912_092922,0.86562999,0
1183,52.3821587,53.18902085,180916_112552,0.806862148,0
522,961.6707702,961.8184817,180912_083838,0.147711516,0
924,855.554897,855.7903788,180912_092922,0.235481856,0
98,178.355272,178.9844925,180912_075945,0.629220477,0
756,504.9029339,508.4103023,180912_092922,3.507368454,0
510,929.9570886,929.9866309,180912_083838,0.029542303,0
1006,1016.270945,1016.296562,180912_092922,0.025617049,0
594,67.9234209,68.31013389,180912_092922,0.386712996,0
780,578.1556233,578.8090523,180912_092922,0.653429016,0
1123,1663.730716,1664.562933,180914_125804,0.832216595,0
1101,1609.819463,1615.157904,180914_125804,5.338441874,0
964,949.1254029,949.1940197,180912_092922,0.068616795,0
93,169.278403,169.6853886,180912_075945,0.406985595,0
1036,67.63818743,67.65905699,180912_155430,0.020869557,0
843,716.1796928,716.5356214,180912_092922,0.355928611,0
950,924.4285646,924.4926072,180912_092922,0.064042623,0
796,616.4480982,617.7717027,180912_092922,1.32360448,0
636,169.8338275,171.5910524,180912_092922,1.75722493,0
70,120.1950281,120.893866,180912_075945,0.69883788,0
30,37.46337419,37.56561761,180912_073707,0.102243428,0
41,73.43982798,73.67840144,180912_075945,0.238573464,0
844,719.5381642,719.6468804,180912_092922,0.108716256,0
652,215.1816053,216.1617488,180912_092922,0.980143524,0
145,316.6153807,318.6847895,180912_075945,2.069408817,0
591,62.50558842,63.15512591,180912_092922,0.649537488,0
1147,3188.803167,3189.917704,180914_125804,1.114537411,0
816,667.0698554,667.2660916,180912_092922,0.196236236,0
790,601.1061194,601.1829934,180912_092922,0.076874001,0
1125,1668.23148,1668.82592,180914_125804,0.594440425,0
613,101.3149848,101.6623533,180912_092922,0.347368454,0
638,174.300861,175.556188,180912_092922,1.255326973,0
130,281.373461,281.4640387,180912_075945,0.090577771,0
1014,23.46210407,23.47232627,180912_155430,0.010222202,0
1325,381.3589546,381.5114747,180916_112552,0.152520074,0
1287,311.6460482,311.8889455,180916_112552,0.242897233,0
432,733.1231548,734.9624387,180912_083838,1.839283888,0
117,244.4514419,244.5497367,180912_075945,0.098294725,0
805,642.4751485,644.3379078,180912_092922,1.862759308,0
914,835.2749731,835.2792136,180912_092922,0.004240558,0
106,199.8318428,200.8198555,180912_075945,0.988012674,0
767,538.0362194,541.5218653,180912_092922,3.485645961,0
3,4.040650997,4.090013226,180912_073707,0.049362229,0
1027,50.81734969,51.55821194,180912_155430,0.740862259,0
420,688.3239585,689.6347449,180912_083838,1.310786392,0
909,829.3317633,829.5139502,180912_092922,0.182186941,0
72,125.4108824,126.1846909,180912_075945,0.773808497,0
395,586.4745637,586.7139788,180912_083838,0.239415133,0
911,832.3574719,832.4283021,180912_092922,0.070830254,0
939,894.78067,894.8062909,180912_092922,0.025620879,0
857,744.9429599,745.8503386,180912_092922,0.907378737,0
1115,1651.632449,1652.773299,180914_125804,1.140849851,0
875,769.3098491,770.6434657,180912_092922,1.333616534,0
1158,224.3383718,235.2211362,180914_150127,10.88276436,0
716,400.5267121,401.2185781,180912_092922,0.691866017,0
1090,708.5860572,709.8930612,180914_125804,1.307003994,0
675,267.4415972,268.3392847,180912_092922,0.897687442,0
667,244.0968444,246.7344362,180912_092922,2.63759183,0
40,72.87486601,73.04622888,180912_075945,0.171362872,0
732,453.4598109,455.1126019,180912_092922,1.65279104,0
771,551.7246723,552.0129499,180912_092922,0.288277507,0
726,437.6233671,437.6421391,180912_092922,0.018771959,0
1058,126.004156,126.3753011,180912_155430,0.371145046,0
63,107.1981299,107.5409519,180912_075945,0.342821953,0
896,805.1191489,805.6083721,180912_092922,0.489223152,0
659,226.0537903,227.5117807,180912_092922,1.45799046,0
670,252.5384233,253.3840374,180912_092922,0.84561402,0
572,26.4950499,26.97551241,180912_092922,0.480462512,0
930,878.2976379,878.592234,180912_092922,0.294596061,0
829,690.6945611,690.8705712,180912_092922,0.176010077,0
714,394.1382191,394.7339926,180912_092922,0.595773515,0
1223,150.441939,151.2927389,180916_112552,0.850799919,0
929,875.7487416,875.7765367,180912_092922,0.027795107,0
1194,80.43062447,80.44260758,180916_112552,0.011983109,0
419,684.583097,684.8524391,180912_083838,0.269342025,0
749,493.2888829,494.0282768,180912_092922,0.739393965,0
1034,64.35123723,64.58080235,180912_155430,0.229565124,0
403,620.3418416,620.4465857,180912_083838,0.10474412,0
111,219.1345496,219.8146441,180912_075945,0.680094479,0
858,746.4618676,746.8831431,180912_092922,0.421275492,0
742,480.0797641,480.6824435,180912_092922,0.602679457,0
1144,3176.837242,3177.746972,180914_125804,0.909729967,0
921,849.6575165,849.8153012,180912_092922,0.157784767,0
331,354.6916377,354.8134991,180912_083838,0.121861379,0
1130,3139.054647,3140.599286,180914_125804,1.544639003,0
379,519.9088873,520.133339,180912_083838,0.224451687,0
1174,22.02095817,22.54422058,180916_112552,0.523262415,0
1028,55.57560161,55.59647117,180912_155430,0.020869556,0
433,746.6788168,748.1901251,180912_083838,1.511308309,0
973,962.4856873,963.8203441,180912_092922,1.334656827,0
864,751.9520385,751.9696002,180912_092922,0.0175617,0
1306,352.1542077,352.2219944,180916_112552,0.0677867,0
907,825.7970856,826.0327302,180912_092922,0.235644569,0
986,984.6654117,984.8063055,180912_092922,0.140893768,0
694,337.0413676,337.3470455,180912_092922,0.305677901,0
68,115.7208444,115.7502956,180912_075945,0.02945121,0
356,448.8516701,448.9352284,180912_083838,0.083558251,0
654,217.7761028,219.1213979,180912_092922,1.345295032,0
981,972.70946,973.9006528,180912_092922,1.191192771,0
933,884.6543114,884.6671199,180912_092922,0.012808524,0
582,46.24681691,47.1463544,180912_092922,0.899537489,0
415,671.9379315,672.2222351,180912_083838,0.284303596,0
1263,244.4581837,245.486282,180916_112552,1.028098277,0
1285,303.6641643,303.7997377,180916_112552,0.135573399,0
541,1007.50568,1007.579536,180912_083838,0.073855758,0
1310,359.4017286,359.6050887,180916_112552,0.203360099,0
199,430.6823829,430.6876277,180912_075945,0.005244779,0
428,720.2746951,720.5141102,180912_083838,0.239415133,0
143,311.289805,312.8474245,180912_075945,1.557619474,0
799,624.4212242,626.1287522,180912_092922,1.707527948,0
