begin_time,end_time,filename,call_length,label,location,pst_or_master_tape_identifier,date,dataset,split_type
0.0,1.1214452668484614,1562337136_0005,1.1214452668484614,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
1.6940981690689518,3.388196338137904,1562337136_0005,1.6940981690689518,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
3.746104402025712,6.275321386832879,1562337136_0005,2.529216984807168,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
6.609368913128166,8.637514608492403,1562337136_0005,2.0281456953642367,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
11.763245033112586,14.244740942734715,1562337136_0005,2.481495909622126,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
14.459485781067395,15.724094273470975,1562337136_0005,1.2646084924035836,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
17.609076743280088,19.18387222438644,1562337136_0005,1.5747954811063494,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
21.975555122711334,23.216303077522397,1562337136_0005,1.2407479548110665,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
23.31174522789248,25.650077911959485,1562337136_0005,2.338332684067005,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
28.39403973509933,29.82567199065056,1562337136_0005,1.4316322555512286,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
31.328885858979355,34.263731982859376,1562337136_0005,2.9348461238800176,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
34.383034670821964,36.26801714063108,1562337136_0005,1.8849824698091169,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
37.03155434359174,38.558628749513055,1562337136_0005,1.5270744059213115,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
39.632352941176464,41.51733541098558,1562337136_0005,1.8849824698091169,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
42.04226723802103,44.118134008570316,1562337136_0005,2.0758667705492826,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
44.643065835605775,45.549766264121544,1562337136_0005,0.9067004285157694,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
49.17656797818465,52.803369692247756,1562337136_0005,3.6268017140631055,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
54.14404296875,56.01025390625,1562337136_0005,1.8662109375,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
57.23046875,59.02490234375,1562337136_0005,1.79443359375,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
0.0,1.1214452668484614,1562337136_0005,1.1214452668484614,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
1.6940981690689518,3.388196338137904,1562337136_0005,1.6940981690689518,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
3.746104402025712,6.275321386832879,1562337136_0005,2.529216984807168,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
6.609368913128166,8.637514608492403,1562337136_0005,2.0281456953642367,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
11.763245033112586,14.244740942734715,1562337136_0005,2.481495909622126,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
14.459485781067395,15.724094273470975,1562337136_0005,1.2646084924035836,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
17.609076743280088,19.18387222438644,1562337136_0005,1.5747954811063494,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
21.975555122711334,23.216303077522397,1562337136_0005,1.2407479548110665,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
23.31174522789248,25.650077911959485,1562337136_0005,2.338332684067005,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
28.39403973509933,29.82567199065056,1562337136_0005,1.4316322555512286,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
31.328885858979355,34.263731982859376,1562337136_0005,2.9348461238800176,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
34.383034670821964,36.26801714063108,1562337136_0005,1.8849824698091169,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
37.03155434359174,38.558628749513055,1562337136_0005,1.5270744059213115,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
39.632352941176464,41.51733541098558,1562337136_0005,1.8849824698091169,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
42.04226723802103,44.118134008570316,1562337136_0005,2.0758667705492826,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
44.643065835605775,45.549766264121544,1562337136_0005,0.9067004285157694,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
49.17656797818465,52.803369692247756,1562337136_0005,3.6268017140631055,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
54.14404296875,56.01025390625,1562337136_0005,1.8662109375,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
57.23046875,59.02490234375,1562337136_0005,1.79443359375,1,orcasound_lab,07:32:16,2019-07-05,podcast_round2,val
4.4148343904157885,5.526744186046512,1562340736_000b,1.1119097956307256,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
6.174207188160678,9.875968992248056,1562340736_000b,3.7017618040873774,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
10.43710359408034,13.491402396053555,1562340736_000b,3.0542988019732182,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
13.879880197322054,15.423431994362238,1562340736_000b,1.5435517970401842,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
19.6,22.05,1562340736_000b,2.45,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
24.5,26.95,1562340736_000b,2.45,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
35.41190979563073,37.387103594080344,1562340736_000b,1.9751937984496093,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
38.4593023255814,39.58157152924596,1562340736_000b,1.1222692036645512,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
30.51708949964765,31.855179704016923,1562340736_000b,1.3380902043692728,1,orcasound_lab,08:32:16,2019-07-05,podcast_round2,val
1.1532426778242677,2.7062761506276156,1562344334_000d,1.5530334728033477,1,orcasound_lab,09:32:14,2019-07-05,podcast_round2,val
10.743096234309624,19.258298465829846,1562344334_000d,8.515202231520224,1,orcasound_lab,09:32:14,2019-07-05,podcast_round2,val
19.172873082287303,22.81882845188284,1562344334_000d,3.645955369595537,1,orcasound_lab,09:32:14,2019-07-05,podcast_round2,val
39.94149232914924,43.03218270571829,1562344334_000d,3.090690376569043,1,orcasound_lab,09:32:14,2019-07-05,podcast_round2,val
5.424511854951185,9.268654114365413,1562344334_000d,3.844142259414226,1,orcasound_lab,09:32:14,2019-07-05,podcast_round2,val
